Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,40%,40%H,40%V,50%,50%H,50%V
756,0.144816,0.368124,0.732861,0.130412,0.354477,0.713909,0.137408,0.362962,0.717315,0.13601,0.362632,0.710828,0.134771,0.36423,0.707024,0.1356,0.366478,0.704569
756.5,0.144602,0.36733,0.732384,0.130219,0.353621,0.713419,0.137206,0.362125,0.716851,0.13584,0.361764,0.710385,0.134584,0.36346,0.706576,0.135437,0.365756,0.704146
757,0.144394,0.366574,0.731942,0.130038,0.352938,0.713128,0.137045,0.361554,0.716611,0.135615,0.361209,0.710168,0.134399,0.363057,0.706493,0.135281,0.365475,0.704152
757.5,0.144174,0.366167,0.731853,0.129849,0.352683,0.713058,0.136872,0.361249,0.716535,0.135438,0.360985,0.710124,0.134176,0.36282,0.706361,0.135087,0.365167,0.703989
758,0.14401,0.365977,0.731634,0.12968,0.352441,0.712741,0.136667,0.360992,0.716252,0.135261,0.360665,0.709706,0.134039,0.362303,0.70594,0.134893,0.364553,0.703532
758.5,0.143857,0.365448,0.731209,0.129518,0.351873,0.712342,0.136525,0.360243,0.715786,0.135098,0.359899,0.709298,0.133885,0.361458,0.705456,0.134749,0.363641,0.703144
759,0.143673,0.364517,0.730785,0.12935,0.351013,0.712084,0.136368,0.359438,0.715573,0.134979,0.35912,0.709217,0.133729,0.360837,0.705431,0.134635,0.363109,0.703184
759.5,0.143497,0.363977,0.730662,0.129236,0.350455,0.711953,0.136209,0.359009,0.715446,0.134815,0.358698,0.709091,0.133583,0.360521,0.70536,0.134482,0.362832,0.703009
760,0.143324,0.363666,0.730468,0.129145,0.350184,0.711792,0.136085,0.358738,0.715191,0.134695,0.358481,0.70885,0.133471,0.360311,0.705024,0.134326,0.362575,0.70271
760.5,0.1431,0.36336,0.730061,0.128974,0.349935,0.71152,0.135876,0.35833,0.714824,0.134513,0.358068,0.708551,0.133308,0.359815,0.704751,0.13414,0.361974,0.702429
761,0.14293,0.362803,0.729746,0.12879,0.349317,0.711215,0.135714,0.357759,0.714576,0.134311,0.357396,0.708286,0.13314,0.359005,0.704585,0.133957,0.361204,0.702212
761.5,0.142644,0.362022,0.729434,0.128563,0.348515,0.710886,0.135467,0.356934,0.714327,0.134082,0.356581,0.708035,0.132888,0.358204,0.704209,0.133714,0.360441,0.701823
762,0.142472,0.361314,0.729005,0.12839,0.347833,0.710502,0.135278,0.356296,0.713881,0.133933,0.355956,0.707726,0.132712,0.357748,0.703892,0.133554,0.360049,0.70152
762.5,0.142284,0.360802,0.728693,0.128253,0.347523,0.710346,0.135136,0.356001,0.713742,0.133734,0.355701,0.707595,0.132566,0.357526,0.703893,0.133388,0.359839,0.701495
763,0.142114,0.360633,0.728679,0.128129,0.347332,0.710266,0.134968,0.355732,0.713748,0.133622,0.355438,0.707433,0.132424,0.357159,0.703672,0.133241,0.359406,0.701307
763.5,0.141886,0.360231,0.728386,0.127942,0.346856,0.709951,0.134801,0.355134,0.713319,0.133475,0.354776,0.706954,0.132244,0.3564,0.7032,0.133062,0.358497,0.700786
764,0.141677,0.359344,0.727849,0.127766,0.345923,0.709438,0.134608,0.35417,0.712794,0.133256,0.353809,0.706519,0.13205,0.355476,0.702859,0.132888,0.357701,0.700467
764.5,0.141524,0.358508,0.727509,0.127603,0.345208,0.709307,0.134434,0.353579,0.71271,0.133059,0.353289,0.706579,0.131882,0.355155,0.702913,0.132715,0.357443,0.700562
765,0.141365,0.358193,0.727472,0.127454,0.344987,0.709276,0.13428,0.353412,0.712648,0.132873,0.353133,0.706412,0.131749,0.354982,0.70275,0.132568,0.357183,0.700293
765.5,0.14125,0.358097,0.72723,0.127344,0.344798,0.708997,0.134187,0.353193,0.712319,0.132781,0.35294,0.706067,0.13162,0.354585,0.7024,0.132444,0.356673,0.700005
766,0.141045,0.357579,0.726866,0.127169,0.344189,0.708649,0.134022,0.352536,0.71195,0.132659,0.352164,0.705732,0.131442,0.353791,0.702074,0.1323,0.355926,0.699729
766.5,0.140853,0.35672,0.726592,0.127015,0.343435,0.708456,0.133838,0.351772,0.711777,0.132467,0.351411,0.705643,0.131309,0.353106,0.702031,0.132107,0.35532,0.699683
767,0.140609,0.356016,0.726383,0.126798,0.342863,0.70818,0.13363,0.351197,0.711437,0.132286,0.350828,0.70529,0.131149,0.352594,0.701642,0.131927,0.354835,0.69932
767.5,0.140411,0.355497,0.725879,0.126655,0.342486,0.707775,0.133409,0.350834,0.711125,0.132082,0.350518,0.704946,0.130935,0.352337,0.701333,0.131717,0.354583,0.699132
768,0.140212,0.355186,0.725678,0.126429,0.342198,0.707668,0.133186,0.35053,0.710969,0.131895,0.350172,0.704815,0.130717,0.351898,0.70116,0.131519,0.354036,0.698911
768.5,0.140068,0.354848,0.725547,0.126273,0.341731,0.707537,0.133053,0.349999,0.710774,0.131764,0.349611,0.704641,0.130587,0.35126,0.700987,0.131379,0.353329,0.69861
769,0.139928,0.354218,0.725243,0.126192,0.341065,0.707186,0.132962,0.349269,0.710431,0.131622,0.348842,0.704194,0.130485,0.35054,0.700596,0.131244,0.352589,0.698244
769.5,0.139758,0.353391,0.724792,0.126088,0.340312,0.706801,0.132852,0.3486,0.710111,0.131536,0.348234,0.703994,0.130377,0.350055,0.700424,0.131127,0.352268,0.698229
770,0.139561,0.35294,0.724679,0.125901,0.340018,0.706852,0.132658,0.348352,0.710145,0.131338,0.348045,0.704113,0.130224,0.34987,0.700435,0.130956,0.352099,0.698181
770.5,0.139386,0.352783,0.724655,0.125779,0.339869,0.706735,0.132483,0.348102,0.709971,0.131181,0.347813,0.703886,0.130045,0.349532,0.700201,0.130813,0.351608,0.697876
771,0.139253,0.352436,0.724304,0.125645,0.339421,0.706333,0.132345,0.347518,0.709589,0.131039,0.347176,0.703406,0.129895,0.348726,0.699751,0.13066,0.350724,0.697469
771.5,0.139059,0.351601,0.723874,0.125488,0.338552,0.705956,0.132201,0.346654,0.709251,0.130876,0.346315,0.703184,0.129714,0.347971,0.699597,0.130539,0.350056,0.697431
772,0.138827,0.350837,0.723742,0.125343,0.337943,0.705969,0.132057,0.346155,0.709273,0.130727,0.345864,0.703198,0.129568,0.347653,0.699646,0.13035,0.34976,0.697321
772.5,0.138663,0.350484,0.723564,0.125185,0.337648,0.705688,0.131891,0.34587,0.708953,0.130536,0.345586,0.702852,0.129438,0.347405,0.699278,0.130167,0.349525,0.697051
773,0.138486,0.350218,0.723177,0.125031,0.337421,0.705363,0.131705,0.34562,0.708728,0.130351,0.34526,0.702572,0.129236,0.347024,0.699048,0.129977,0.34902,0.696732
773.5,0.138322,0.349817,0.723033,0.12491,0.336893,0.705198,0.131582,0.345039,0.708516,0.13024,0.344695,0.702396,0.12909,0.346341,0.698919,0.129879,0.348321,0.696581
774,0.138145,0.349182,0.722809,0.124759,0.336206,0.705061,0.13141,0.34437,0.708354,0.130106,0.343981,0.702181,0.128992,0.345622,0.698673,0.129751,0.347687,0.696361
774.5,0.137959,0.348455,0.722428,0.124607,0.335546,0.704617,0.131239,0.34366,0.707904,0.129927,0.343326,0.701784,0.12883,0.345046,0.698266,0.129579,0.347176,0.69597
775,0.137836,0.347908,0.721951,0.124443,0.335167,0.704403,0.13106,0.343326,0.707715,0.129774,0.343035,0.701725,0.128647,0.344797,0.69827,0.129425,0.347033,0.696062
775.5,0.137663,0.347758,0.722037,0.12432,0.335024,0.704492,0.130952,0.343139,0.707762,0.129644,0.342828,0.70168,0.12849,0.344521,0.698216,0.129296,0.346689,0.69594
776,0.137502,0.347453,0.721942,0.124156,0.334697,0.704327,0.130798,0.342702,0.707608,0.129478,0.342398,0.701434,0.128376,0.343973,0.697885,0.129161,0.345925,0.695505
776.5,0.137342,0.346775,0.721534,0.124013,0.333972,0.703889,0.130652,0.341908,0.707075,0.129341,0.341568,0.700939,0.128239,0.343077,0.697335,0.12897,0.34505,0.695145
777,0.1372,0.345857,0.721049,0.123876,0.333167,0.703558,0.130462,0.3412,0.706798,0.129204,0.340851,0.700906,0.128061,0.342565,0.697343,0.128832,0.344719,0.695305
777.5,0.137051,0.345506,0.721072,0.123761,0.332879,0.703625,0.130342,0.340994,0.70693,0.129041,0.340691,0.70093,0.127941,0.342489,0.697437,0.128718,0.344661,0.695259
778,0.1369,0.345374,0.720933,0.123661,0.332754,0.703451,0.130257,0.3409,0.706721,0.128941,0.340485,0.700659,0.12784,0.342307,0.697181,0.128575,0.344369,0.694915
778.5,0.13674,0.345125,0.720611,0.123529,0.332482,0.703179,0.130106,0.340517,0.706425,0.128781,0.340036,0.700355,0.127678,0.341696,0.69681,0.12846,0.343624,0.694575
779,0.136553,0.344464,0.720288,0.123364,0.331792,0.702838,0.129954,0.339718,0.706133,0.128647,0.339337,0.700117,0.127506,0.340914,0.696595,0.128295,0.342921,0.694494
779.5,0.136403,0.343755,0.72007,0.123226,0.331095,0.702771,0.129794,0.339123,0.706007,0.128452,0.338746,0.700043,0.1274,0.340445,0.696518,0.128142,0.342403,0.694301
780,0.136236,0.343265,0.719793,0.123102,0.330605,0.702396,0.129686,0.33862,0.705631,0.128325,0.338292,0.699642,0.127248,0.340047,0.696061,0.128014,0.342095,0.694002
780.5,0.136087,0.342864,0.719405,0.122949,0.330373,0.702125,0.129503,0.338339,0.705384,0.128194,0.338072,0.699569,0.127092,0.339869,0.695988,0.127856,0.341856,0.693949
781,0.135963,0.34265,0.719418,0.122831,0.330191,0.702092,0.129387,0.33815,0.705362,0.128079,0.337762,0.699478,0.12695,0.339475,0.695931,0.127732,0.341445,0.693784
781.5,0.135805,0.342274,0.719301,0.122712,0.329743,0.701998,0.129259,0.337671,0.705203,0.127921,0.337266,0.699286,0.126802,0.338889,0.695722,0.127567,0.340824,0.693543
782,0.135625,0.341614,0.71895,0.122555,0.329044,0.701648,0.129071,0.33692,0.704769,0.127789,0.336489,0.6987,0.126661,0.338067,0.695218,0.127415,0.34004,0.693014
782.5,0.135487,0.340831,0.718436,0.122451,0.328323,0.701227,0.128952,0.336267,0.704402,0.127706,0.335911,0.6985,0.126559,0.337632,0.695042,0.127334,0.339773,0.693039
783,0.135358,0.340443,0.718386,0.122346,0.32809,0.701304,0.128847,0.336101,0.704549,0.127569,0.335723,0.698665,0.126452,0.337574,0.695257,0.127187,0.339678,0.693097
783.5,0.135204,0.340347,0.7183,0.122241,0.327942,0.701277,0.128711,0.335926,0.704405,0.127403,0.335545,0.698431,0.126342,0.337308,0.695023,0.127074,0.339303,0.692841
784,0.135077,0.340125,0.718018,0.122138,0.327644,0.700877,0.128567,0.335493,0.704019,0.127263,0.335131,0.698009,0.126196,0.336651,0.694572,0.126967,0.338521,0.692406
784.5,0.134897,0.339347,0.71751,0.121975,0.326901,0.700412,0.128401,0.334665,0.703543,0.127107,0.334245,0.69763,0.126037,0.33583,0.694271,0.126788,0.337799,0.692233
785,0.134731,0.338586,0.717246,0.121823,0.326232,0.700354,0.128241,0.334101,0.703544,0.126971,0.333736,0.697702,0.125898,0.335457,0.6943,0.126667,0.337493,0.692159
785.5,0.134606,0.338232,0.71717,0.121649,0.325914,0.700169,0.128124,0.333794,0.703286,0.126848,0.333434,0.697345,0.125771,0.335219,0.693964,0.126508,0.33724,0.691755
786,0.134454,0.337967,0.716753,0.12154,0.325707,0.699756,0.128,0.333592,0.702957,0.126744,0.333232,0.697056,0.125635,0.33501,0.693687,0.126401,0.336981,0.691624
786.5,0.134294,0.337724,0.716504,0.1214,0.325436,0.699634,0.127859,0.333214,0.702769,0.126543,0.332789,0.696856,0.125482,0.334463,0.69346,0.126269,0.336364,0.69138
787,0.13416,0.337171,0.716313,0.121328,0.324854,0.699521,0.127704,0.332583,0.7026,0.126412,0.332205,0.696699,0.125389,0.333803,0.693298,0.126147,0.335753,0.691189
787.5,0.133993,0.336574,0.716055,0.121207,0.324207,0.699162,0.127568,0.331912,0.702224,0.126268,0.331521,0.696171,0.125232,0.333096,0.692769,0.125975,0.335053,0.690635
788,0.13383,0.33584,0.71545,0.12107,0.323525,0.698522,0.12742,0.331307,0.701669,0.126118,0.330949,0.695851,0.125067,0.332748,0.692479,0.125814,0.334771,0.690511
788.5,0.133661,0.335492,0.715256,0.120916,0.323323,0.698411,0.127245,0.331162,0.701669,0.125967,0.330809,0.695829,0.124885,0.332586,0.6925,0.125672,0.334581,0.690472
789,0.133529,0.335331,0.715186,0.120785,0.323138,0.698343,0.127098,0.330935,0.701536,0.125835,0.330528,0.695691,0.124773,0.332228,0.692327,0.125517,0.334172,0.690235
789.5,0.133355,0.334988,0.714918,0.120655,0.322705,0.698048,0.126971,0.330438,0.701141,0.125713,0.329986,0.695224,0.124669,0.331542,0.691806,0.125393,0.333345,0.689748
790,0.133226,0.334188,0.714281,0.120541,0.321854,0.697498,0.126869,0.329536,0.700526,0.125615,0.329068,0.694744,0.124549,0.330694,0.691361,0.125277,0.332594,0.689479
790.5,0.133111,0.33342,0.713949,0.120468,0.321311,0.697432,0.126769,0.329034,0.700463,0.125488,0.328665,0.694819,0.124419,0.330477,0.691424,0.125143,0.332442,0.689505
791,0.133008,0.333174,0.713913,0.120369,0.321148,0.697256,0.126633,0.328944,0.700322,0.125381,0.328554,0.694559,0.124307,0.330362,0.691168,0.125044,0.33232,0.689135
791.5,0.132849,0.332998,0.7135,0.120241,0.321012,0.696881,0.126499,0.328714,0.699975,0.125272,0.328329,0.694198,0.124144,0.32997,0.690762,0.124932,0.331847,0.688692
792,0.132723,0.332655,0.713097,0.12014,0.320565,0.696487,0.126406,0.328146,0.699554,0.125117,0.327699,0.693744,0.124064,0.32922,0.690266,0.12481,0.331071,0.688289
792.5,0.132562,0.331903,0.712625,0.120038,0.319778,0.696228,0.126258,0.32743,0.699295,0.12498,0.326968,0.693541,0.12393,0.328612,0.690171,0.124679,0.330537,0.688069
793,0.132405,0.331363,0.712367,0.119903,0.319293,0.695973,0.126129,0.326886,0.698905,0.124865,0.326432,0.692985,0.123784,0.328082,0.68971,0.124522,0.330075,0.687508
793.5,0.132242,0.330773,0.711667,0.119761,0.318792,0.695261,0.12598,0.326436,0.69834,0.124706,0.326012,0.692498,0.123631,0.327803,0.689413,0.124334,0.329849,0.68727
794,0.132093,0.330471,0.711399,0.119613,0.318618,0.695026,0.125832,0.326247,0.698175,0.124558,0.32584,0.692385,0.123488,0.327535,0.689179,0.124205,0.329467,0.687065
794.5,0.131968,0.330207,0.711189,0.119515,0.318252,0.694791,0.125744,0.325859,0.697917,0.124424,0.325396,0.692124,0.123374,0.327045,0.688778,0.124107,0.328937,0.68676
795,0.131839,0.32983,0.710915,0.119393,0.317779,0.694461,0.125602,0.325306,0.697521,0.124302,0.324805,0.691529,0.123232,0.326337,0.688171,0.123986,0.328157,0.68608
795.5,0.131692,0.32901,0.710201,0.119281,0.316966,0.693667,0.125465,0.324443,0.696656,0.124164,0.323973,0.690833,0.123109,0.325634,0.687583,0.123877,0.327498,0.685625
796,0.13155,0.328276,0.709552,0.119152,0.316418,0.69333,0.125342,0.324044,0.696453,0.124025,0.323656,0.690823,0.123009,0.325407,0.687643,0.123732,0.327397,0.685682
796.5,0.131391,0.328118,0.709426,0.119056,0.316304,0.693268,0.125189,0.323889,0.696325,0.123914,0.323532,0.690613,0.122899,0.325296,0.687329,0.123611,0.327228,0.685319
797,0.131293,0.327977,0.709106,0.118951,0.316132,0.692886,0.125093,0.323723,0.695965,0.123824,0.323325,0.69023,0.122801,0.325019,0.686959,0.123536,0.326848,0.684889
797.5,0.131181,0.327662,0.708574,0.118849,0.315704,0.692363,0.124955,0.323183,0.695339,0.12369,0.322701,0.689515,0.12263,0.3242,0.686233,0.123407,0.325929,0.68423
798,0.131029,0.326773,0.707762,0.118746,0.314849,0.691675,0.124845,0.322236,0.694686,0.123568,0.321852,0.688983,0.122515,0.323447,0.685826,0.123249,0.32532,0.683999
798.5,0.130883,0.326101,0.707438,0.118595,0.314364,0.691389,0.124688,0.321824,0.694453,0.123444,0.321423,0.688754,0.122364,0.3231,0.685552,0.123101,0.32505,0.683529
799,0.130749,0.325782,0.706922,0.118502,0.314038,0.690766,0.12459,0.321534,0.693832,0.123326,0.321118,0.688134,0.122249,0.322852,0.684896,0.123027,0.324767,0.682998
799.5,0.130647,0.325552,0.706305,0.118419,0.313858,0.690312,0.124494,0.321392,0.693336,0.123239,0.320994,0.687751,0.12219,0.322592,0.684469,0.122917,0.324435,0.682636
800,0.130524,0.325292,0.70592,0.118293,0.313543,0.689931,0.124394,0.320931,0.692895,0.123137,0.320492,0.687227,0.122085,0.322022,0.683964,0.122831,0.323816,0.682152
800.5,0.130399,0.324709,0.705365,0.118209,0.312942,0.6895,0.124292,0.320347,0.692463,0.123022,0.319928,0.686832,0.121972,0.321469,0.683595,0.122706,0.323278,0.681672
801,0.130315,0.324193,0.704848,0.11815,0.312464,0.688903,0.124162,0.319757,0.691793,0.122884,0.319312,0.686016,0.121828,0.320753,0.682799,0.122599,0.322582,0.680809
801.5,0.130158,0.323451,0.703848,0.118031,0.311721,0.687935,0.124046,0.31907,0.690872,0.12277,0.318688,0.685268,0.121757,0.320311,0.68215,0.122462,0.322263,0.68043
802,0.130011,0.323021,0.703244,0.117914,0.311427,0.687582,0.123881,0.318854,0.690535,0.122626,0.318455,0.685062,0.12161,0.320185,0.681934,0.122346,0.322062,0.680091
802.5,0.129915,0.32288,0.70297,0.117813,0.311247,0.687227,0.123753,0.318644,0.690139,0.122518,0.318169,0.684644,0.121482,0.319875,0.681441,0.12224,0.321736,0.679605
803,0.129809,0.32261,0.702448,0.117698,0.310936,0.686651,0.123684,0.31828,0.689577,0.122435,0.317836,0.683981,0.121391,0.319364,0.680759,0.122144,0.321138,0.678842
803.5,0.129676,0.322002,0.70157,0.117579,0.310248,0.685725,0.123564,0.317445,0.688571,0.122296,0.31692,0.68297,0.121269,0.318408,0.679653,0.122022,0.320145,0.677843
804,0.129524,0.321054,0.700558,0.117486,0.309363,0.684927,0.123465,0.316678,0.687863,0.122201,0.316166,0.682421,0.121192,0.317872,0.679226,0.121893,0.319758,0.677577
804.5,0.129422,0.320641,0.700186,0.117438,0.309173,0.684631,0.123369,0.316443,0.687492,0.122141,0.316003,0.68206,0.1211,0.317692,0.67882,0.121839,0.319642,0.677123
805,0.129351,0.320453,0.699502,0.117368,0.308944,0.683914,0.123294,0.316235,0.686835,0.122031,0.315791,0.681379,0.12101,0.317509,0.678171,0.121724,0.319418,0.676494
805.5,0.129259,0.320219,0.69871,0.117284,0.308752,0.683207,0.123209,0.316078,0.68621,0.121937,0.315577,0.680744,0.120905,0.31716,0.677516,0.121647,0.318919,0.675736
806,0.129117,0.319766,0.697908,0.117178,0.308219,0.68235,0.123098,0.315422,0.685287,0.121838,0.314837,0.679883,0.120756,0.316343,0.676608,0.121506,0.318092,0.674923
806.5,0.129022,0.318976,0.697034,0.117092,0.307477,0.681647,0.122979,0.314708,0.684604,0.121722,0.314193,0.679219,0.120652,0.315781,0.676015,0.121407,0.317588,0.67436
807,0.128888,0.318479,0.696344,0.116993,0.307023,0.680856,0.122859,0.31418,0.683744,0.121598,0.313651,0.678178,0.120567,0.315196,0.674999,0.121348,0.317026,0.673199
807.5,0.128772,0.317868,0.69517,0.116897,0.306409,0.679645,0.122739,0.313598,0.68261,0.121478,0.313071,0.677212,0.120466,0.314836,0.674096,0.121218,0.316742,0.672442
808,0.12864,0.317575,0.694386,0.11682,0.306186,0.679072,0.122646,0.313403,0.682041,0.12138,0.312928,0.67673,0.120365,0.314618,0.673573,0.121074,0.316415,0.671897
808.5,0.128512,0.317258,0.693704,0.116753,0.305858,0.678333,0.122549,0.312986,0.681347,0.121263,0.312471,0.675913,0.120247,0.314124,0.672836,0.120943,0.31589,0.671207
809,0.128432,0.31683,0.692872,0.116625,0.305394,0.677546,0.122428,0.312495,0.680479,0.121177,0.311961,0.675016,0.120126,0.313445,0.671818,0.120839,0.315141,0.670063
809.5,0.128302,0.316019,0.691563,0.116474,0.304545,0.676141,0.122261,0.311527,0.678934,0.120993,0.310924,0.673447,0.119975,0.312383,0.670313,0.120699,0.314174,0.668734
810,0.128169,0.315067,0.690224,0.116343,0.303701,0.675007,0.122142,0.310849,0.677896,0.120885,0.310287,0.672667,0.119851,0.312035,0.669676,0.120617,0.313928,0.668204
810.5,0.128041,0.314767,0.689551,0.116262,0.303504,0.674306,0.122049,0.310645,0.677239,0.120791,0.310078,0.671952,0.119763,0.311806,0.668926,0.120496,0.313679,0.667287
811,0.127948,0.314564,0.688641,0.116204,0.303252,0.673349,0.12197,0.310382,0.676328,0.120703,0.309769,0.671054,0.119711,0.311532,0.66807,0.120397,0.313363,0.666424
811.5,0.127795,0.314222,0.687534,0.11613,0.302875,0.67226,0.121834,0.309917,0.67518,0.120577,0.309232,0.669839,0.119582,0.310806,0.666793,0.12029,0.312431,0.665072
812,0.127627,0.313357,0.686025,0.115988,0.301934,0.670857,0.121664,0.308882,0.673744,0.120411,0.308217,0.668497,0.119423,0.309784,0.665442,0.120171,0.311515,0.664012
812.5,0.12754,0.312474,0.684883,0.115849,0.301195,0.669881,0.121523,0.308233,0.672788,0.12032,0.307643,0.667589,0.119299,0.309294,0.664552,0.120032,0.311126,0.663089
813,0.127371,0.311984,0.683709,0.115703,0.300755,0.668527,0.121396,0.307696,0.671443,0.120141,0.307184,0.66622,0.119143,0.308824,0.663151,0.119872,0.310652,0.661745
813.5,0.127269,0.311526,0.682253,0.115655,0.30034,0.667174,0.121305,0.307376,0.670218,0.120048,0.306864,0.665042,0.119045,0.308547,0.66208,0.119781,0.310312,0.660668
814,0.127176,0.311248,0.681179,0.115591,0.300063,0.666219,0.121229,0.307047,0.669189,0.119968,0.306427,0.663953,0.118997,0.308005,0.660988,0.119692,0.309683,0.659575
814.5,0.127019,0.310595,0.679914,0.115463,0.299378,0.664954,0.1211,0.3063,0.668013,0.119843,0.305732,0.662818,0.118828,0.307296,0.659909,0.119552,0.30903,0.658506
815,0.126938,0.310049,0.678772,0.115345,0.298819,0.663795,0.120994,0.305734,0.666697,0.119767,0.305121,0.661384,0.118702,0.306574,0.658431,0.119461,0.308224,0.656899
815.5,0.126823,0.309173,0.676944,0.115248,0.297948,0.661897,0.120888,0.304785,0.664811,0.119643,0.304156,0.659588,0.118607,0.305727,0.656652,0.119358,0.307514,0.655368
816,0.126702,0.308371,0.67525,0.115207,0.297362,0.660531,0.120789,0.304326,0.663603,0.119539,0.303735,0.658568,0.118524,0.305468,0.655633,0.119244,0.307309,0.654401
816.5,0.126574,0.30811,0.674136,0.115077,0.297114,0.659475,0.120662,0.30401,0.662519,0.119402,0.30344,0.657475,0.118404,0.305085,0.65458,0.119139,0.306884,0.653231
817,0.126429,0.307756,0.672885,0.114925,0.296687,0.65824,0.120531,0.303565,0.661184,0.119293,0.303004,0.656203,0.118287,0.304576,0.653334,0.118998,0.306323,0.651913
817.5,0.126268,0.307241,0.671434,0.114752,0.296094,0.656657,0.120402,0.302841,0.659496,0.119136,0.302219,0.654391,0.118121,0.303592,0.651445,0.118861,0.305152,0.649981
818,0.126132,0.306082,0.669409,0.114681,0.294928,0.65467,0.120224,0.301658,0.657499,0.11899,0.301018,0.65261,0.117966,0.302559,0.649746,0.11868,0.304348,0.648601
818.5,0.125994,0.3053,0.667788,0.114598,0.294316,0.653325,0.120138,0.301183,0.656288,0.118855,0.300569,0.651453,0.11784,0.302186,0.648584,0.118565,0.30404,0.6473
819,0.125934,0.304953,0.66632,0.114544,0.293924,0.651817,0.120067,0.300798,0.654703,0.118797,0.300155,0.64985,0.117793,0.301787,0.647081,0.118519,0.303645,0.645792
819.5,0.125794,0.304497,0.66463,0.114436,0.293555,0.650153,0.119936,0.300403,0.653145,0.118695,0.299801,0.648325,0.117685,0.30137,0.64558,0.118366,0.303107,0.644222
820,0.125686,0.304087,0.663079,0.114375,0.293114,0.64861,0.119844,0.299783,0.651557,0.118586,0.299087,0.646651,0.117571,0.300486,0.643837,0.118313,0.302181,0.642526
820.5,0.125619,0.303184,0.661237,0.11432,0.292211,0.646969,0.119755,0.298881,0.649933,0.118515,0.298197,0.645038,0.117496,0.299767,0.642338,0.118259,0.301509,0.641235
821,0.125489,0.302591,0.659693,0.11426,0.291631,0.645406,0.119652,0.298346,0.648311,0.118434,0.297628,0.643306,0.11741,0.299107,0.640561,0.118137,0.300792,0.639307
821.5,0.125343,0.301802,0.657607,0.114112,0.29079,0.643208,0.119522,0.297499,0.646069,0.118301,0.296779,0.641278,0.117252,0.298306,0.638498,0.117987,0.300178,0.637458
822,0.125176,0.30103,0.655513,0.113948,0.290169,0.641343,0.119335,0.296953,0.644377,0.118123,0.296311,0.639824,0.117087,0.297956,0.637022,0.117832,0.299738,0.635997
822.5,0.125126,0.300733,0.654071,0.11389,0.289887,0.639941,0.11928,0.296602,0.643027,0.118038,0.295921,0.638422,0.117041,0.297472,0.635573,0.117779,0.299179,0.63448
823,0.125055,0.300285,0.652546,0.113888,0.289394,0.638373,0.119268,0.296065,0.641523,0.118012,0.295406,0.636943,0.117005,0.296921,0.634086,0.117745,0.298652,0.632954
823.5,0.124873,0.299682,0.650782,0.113744,0.288809,0.636653,0.119107,0.295384,0.639637,0.117875,0.294665,0.634945,0.116856,0.295977,0.631922,0.117613,0.297578,0.630704
824,0.12476,0.298585,0.648296,0.11356,0.287684,0.634112,0.118931,0.294166,0.637135,0.1177,0.293437,0.632492,0.116688,0.294829,0.629561,0.117457,0.296577,0.628617
824.5,0.124679,0.297685,0.646171,0.113575,0.28695,0.632227,0.11889,0.29353,0.635359,0.117648,0.292881,0.630882,0.116651,0.29446,0.628107,0.11743,0.296285,0.627242
825,0.12468,0.297397,0.644572,0.11358,0.286719,0.630683,0.118905,0.293221,0.633745,0.117656,0.292572,0.629267,0.116626,0.294148,0.626453,0.11742,0.295917,0.625572
825.5,0.124523,0.29689,0.642635,0.11344,0.286184,0.628749,0.118758,0.292714,0.63189,0.117487,0.29209,0.627377,0.116459,0.293639,0.624667,0.117264,0.295347,0.623743
826,0.124339,0.296377,0.640728,0.113257,0.285647,0.626784,0.118563,0.292095,0.62989,0.117299,0.291351,0.625152,0.116347,0.292652,0.622418,0.11705,0.294285,0.621352
826.5,0.124281,0.295485,0.638439,0.113229,0.284686,0.624525,0.118511,0.290982,0.627592,0.117241,0.290203,0.622933,0.11628,0.2916,0.620314,0.117002,0.293324,0.619455
827,0.124235,0.294492,0.636337,0.113203,0.283818,0.622567,0.118479,0.290265,0.625711,0.117192,0.289586,0.621222,0.116226,0.291099,0.61856,0.116996,0.29287,0.617697
827.5,0.124103,0.293917,0.634313,0.11309,0.283254,0.620437,0.118364,0.289645,0.623487,0.117093,0.288948,0.618887,0.116094,0.290423,0.616166,0.116908,0.292137,0.615316
828,0.123981,0.293166,0.631714,0.112987,0.282475,0.617909,0.118244,0.289,0.62112,0.116973,0.288313,0.616646,0.115989,0.289841,0.614028,0.116769,0.291615,0.613389
828.5,0.123878,0.292731,0.629602,0.112939,0.282068,0.615918,0.11815,0.288523,0.619149,0.116859,0.287832,0.614661,0.115871,0.289205,0.612045,0.116673,0.290903,0.611367
829,0.12383,0.292107,0.627466,0.112899,0.281346,0.613847,0.118058,0.287754,0.617044,0.116811,0.286985,0.612594,0.115796,0.288391,0.610151,0.116569,0.290134,0.609464
829.5,0.123701,0.291324,0.625379,0.112768,0.280634,0.61186,0.117938,0.287018,0.615097,0.116704,0.286308,0.610559,0.115672,0.28775,0.608171,0.116449,0.289383,0.607244
830,0.123548,0.290654,0.623084,0.112647,0.279909,0.609405,0.117792,0.286124,0.612479,0.116578,0.285347,0.607867,0.115498,0.28668,0.605386,0.116318,0.288279,0.604541
