Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,40%,40%H,40%V,50%,50%H,50%V
469.5,1.55961,1.895765,2.049931,1.312398,1.71183,1.723913,1.496232,2.005431,1.816933,1.413803,2.010885,1.690633,1.38246,2.031156,1.631733,1.371457,2.076985,1.601983
470,1.570191,1.904108,2.058756,1.318195,1.71883,1.728866,1.503958,2.013996,1.823076,1.420971,2.02089,1.6967,1.388707,2.042146,1.636978,1.37755,2.084937,1.606752
470.5,1.578928,1.913633,2.066103,1.324005,1.725072,1.733076,1.511223,2.022407,1.829157,1.42804,2.028546,1.701753,1.395018,2.048846,1.641317,1.383403,2.095241,1.61117
471,1.58825,1.924585,2.073589,1.330075,1.732725,1.73764,1.519332,2.033355,1.835583,1.434803,2.037443,1.706668,1.400941,2.059692,1.646036,1.3889,2.102797,1.615616
471.5,1.597729,1.934958,2.08148,1.336095,1.739812,1.742361,1.527341,2.041965,1.8413,1.441686,2.046933,1.711304,1.407611,2.068206,1.650918,1.395233,2.113301,1.619942
472,1.607406,1.945228,2.090073,1.341872,1.746328,1.74692,1.534657,2.05305,1.847155,1.447644,2.057184,1.716809,1.413575,2.077055,1.654742,1.40055,2.122719,1.623801
472.5,1.616793,1.954983,2.095406,1.347316,1.752961,1.750522,1.541525,2.063129,1.851542,1.453169,2.066028,1.720328,1.41829,2.088719,1.658018,1.405212,2.131845,1.627163
473,1.623964,1.965171,2.100181,1.352599,1.760471,1.752149,1.547925,2.07214,1.854777,1.458933,2.07768,1.7227,1.423298,2.09698,1.65977,1.409554,2.140748,1.629106
473.5,1.633533,1.975996,2.106545,1.358549,1.769587,1.756073,1.555076,2.083006,1.859231,1.464834,2.086535,1.726548,1.42873,2.107098,1.66395,1.414647,2.151793,1.631392
474,1.643293,1.98759,2.11467,1.365079,1.776391,1.761225,1.563171,2.094411,1.865941,1.472359,2.096628,1.732429,1.435051,2.116608,1.668516,1.420873,2.161747,1.636254
474.5,1.652277,1.996401,2.124513,1.370759,1.780896,1.767301,1.571397,2.101478,1.87426,1.479858,2.105922,1.739138,1.442028,2.124321,1.674767,1.427375,2.168625,1.642469
475,1.6615,2.003025,2.135999,1.37722,1.785406,1.773181,1.579528,2.107946,1.881124,1.48716,2.1105,1.747007,1.448953,2.132633,1.681589,1.434427,2.177141,1.649356
475.5,1.670452,2.010837,2.144483,1.382578,1.790094,1.780035,1.587166,2.114404,1.89049,1.494483,2.119168,1.753414,1.456177,2.137288,1.688445,1.440949,2.183464,1.655707
476,1.679756,2.020055,2.156035,1.389012,1.796004,1.788084,1.595933,2.122993,1.899762,1.502411,2.126016,1.760585,1.46388,2.145593,1.696105,1.4479,2.190275,1.662736
476.5,1.689606,2.027528,2.165473,1.394949,1.799967,1.795356,1.604224,2.129251,1.907327,1.510271,2.132035,1.76832,1.471321,2.153099,1.703431,1.455562,2.198724,1.669983
477,1.698726,2.03487,2.176928,1.401248,1.803958,1.803307,1.613183,2.138108,1.916211,1.518374,2.138852,1.776721,1.479354,2.160182,1.712201,1.463661,2.204981,1.677332
477.5,1.708416,2.042287,2.188152,1.40777,1.808033,1.810565,1.621817,2.145155,1.925961,1.526881,2.145813,1.786313,1.487012,2.166803,1.720334,1.471586,2.211531,1.685416
478,1.717581,2.050602,2.199378,1.413951,1.812778,1.818664,1.631206,2.151788,1.936058,1.534995,2.15382,1.794789,1.49558,2.17288,1.728481,1.479642,2.218795,1.693601
478.5,1.727047,2.056608,2.211225,1.420144,1.816305,1.826619,1.63963,2.159209,1.945872,1.543574,2.159154,1.803856,1.503572,2.178813,1.736819,1.487378,2.224245,1.701528
479,1.736347,2.064487,2.222184,1.42608,1.820185,1.835304,1.649422,2.166626,1.956393,1.55184,2.166014,1.812966,1.512033,2.184257,1.744509,1.495372,2.230038,1.710045
479.5,1.74533,2.071868,2.234607,1.432218,1.823737,1.843754,1.657852,2.171128,1.966926,1.560539,2.172451,1.822485,1.52,2.19116,1.753678,1.503231,2.234732,1.718306
480,1.754143,2.077248,2.247604,1.438456,1.826282,1.852468,1.667198,2.175962,1.977398,1.569619,2.175573,1.831806,1.528577,2.196224,1.7631,1.511795,2.241654,1.728013
480.5,1.762791,2.082758,2.259701,1.444549,1.828809,1.860782,1.676184,2.184171,1.988007,1.57775,2.180286,1.841999,1.53727,2.201335,1.771911,1.519957,2.246888,1.736251
481,1.772146,2.088581,2.273297,1.450729,1.832031,1.87064,1.68512,2.189692,1.998183,1.58646,2.186025,1.852231,1.545773,2.207737,1.782352,1.528603,2.251995,1.7464
481.5,1.780766,2.094074,2.285424,1.456809,1.832994,1.880841,1.694005,2.194192,2.010963,1.595362,2.190724,1.862899,1.554584,2.211918,1.791452,1.53775,2.256248,1.755846
482,1.789024,2.10025,2.300203,1.462325,1.835356,1.890484,1.70268,2.197693,2.020396,1.603707,2.1943,1.872479,1.562705,2.216576,1.801728,1.546256,2.26076,1.765239
482.5,1.79712,2.104225,2.311464,1.467889,1.836972,1.899762,1.710831,2.200984,2.031777,1.612432,2.198089,1.883264,1.571114,2.220034,1.812007,1.554445,2.263222,1.775393
483,1.806467,2.110112,2.325863,1.473917,1.838068,1.911443,1.720985,2.205478,2.043636,1.621685,2.202786,1.894652,1.580743,2.223643,1.82361,1.56434,2.26571,1.785752
483.5,1.815177,2.113591,2.342779,1.480131,1.838595,1.923023,1.730458,2.211131,2.056702,1.631391,2.207326,1.906764,1.590827,2.227844,1.834665,1.573767,2.269313,1.797807
484,1.822803,2.118503,2.356675,1.485853,1.840353,1.934735,1.739672,2.213918,2.071305,1.641598,2.210117,1.919107,1.600048,2.22998,1.847383,1.583888,2.273716,1.81025
484.5,1.830951,2.122269,2.374045,1.491517,1.841132,1.946571,1.749198,2.216843,2.085643,1.651474,2.212098,1.932632,1.610528,2.232723,1.860205,1.594008,2.275947,1.82244
485,1.839365,2.126317,2.387042,1.497461,1.84099,1.958606,1.758434,2.220362,2.097202,1.66104,2.215397,1.946306,1.62025,2.234405,1.873037,1.604438,2.277311,1.835217
485.5,1.847397,2.128307,2.402077,1.503377,1.841561,1.970915,1.767777,2.223074,2.111212,1.669972,2.218559,1.958277,1.630394,2.237653,1.88575,1.614083,2.280451,1.846936
486,1.854801,2.132937,2.417956,1.508567,1.841337,1.982936,1.777053,2.225256,2.126351,1.679716,2.21975,1.972474,1.640265,2.240817,1.898658,1.62407,2.283587,1.859783
486.5,1.862433,2.135101,2.435257,1.514041,1.841731,1.995916,1.786674,2.228165,2.14018,1.689967,2.222617,1.987029,1.650753,2.242248,1.912218,1.635155,2.287196,1.873928
487,1.87083,2.138678,2.452331,1.519942,1.841488,2.009203,1.796606,2.228806,2.156092,1.699915,2.224641,2.000603,1.661222,2.245446,1.926253,1.646058,2.289343,1.887594
487.5,1.877961,2.141433,2.466537,1.525594,1.841541,2.023194,1.805493,2.234481,2.171404,1.710204,2.227155,2.014534,1.671075,2.24756,1.939634,1.656443,2.291479,1.901599
488,1.885262,2.144089,2.486153,1.530934,1.841547,2.036101,1.815035,2.23676,2.186706,1.719656,2.23029,2.02776,1.681181,2.24969,1.95388,1.66704,2.2943,1.915345
488.5,1.893514,2.147702,2.499503,1.535784,1.841385,2.049628,1.824191,2.239181,2.199766,1.728931,2.230399,2.041765,1.69096,2.251051,1.967197,1.67709,2.297451,1.927847
489,1.900467,2.151009,2.515162,1.541069,1.842065,2.062015,1.833141,2.240333,2.214579,1.73816,2.234953,2.056142,1.700423,2.255004,1.980321,1.687178,2.29875,1.939975
489.5,1.908005,2.154824,2.531728,1.546216,1.842274,2.074775,1.842102,2.245704,2.227665,1.747152,2.237093,2.068409,1.709883,2.256567,1.992544,1.696491,2.301804,1.952345
490,1.914951,2.159252,2.548691,1.551154,1.842887,2.085807,1.85072,2.248448,2.24157,1.756167,2.241022,2.081491,1.719073,2.259357,2.004398,1.705668,2.303905,1.964886
490.5,1.922261,2.164148,2.560784,1.556279,1.843377,2.09673,1.859134,2.251441,2.252688,1.764296,2.243338,2.093165,1.727735,2.263167,2.01626,1.714578,2.306038,1.976142
491,1.928856,2.166411,2.574689,1.561104,1.844294,2.107337,1.866723,2.254648,2.263774,1.772851,2.245954,2.104023,1.736438,2.267611,2.026842,1.723367,2.310999,1.986851
491.5,1.936806,2.17091,2.586261,1.565185,1.846216,2.117582,1.874234,2.25811,2.275876,1.78016,2.249609,2.11466,1.744162,2.268961,2.03622,1.731432,2.314253,1.996287
492,1.943124,2.176693,2.599294,1.569727,1.848158,2.126008,1.881007,2.263919,2.286566,1.78774,2.252947,2.124845,1.75111,2.273715,2.046415,1.738391,2.320327,2.004881
492.5,1.949423,2.182114,2.60772,1.573715,1.850715,2.134211,1.888708,2.26926,2.294399,1.794504,2.258811,2.13281,1.757957,2.277857,2.054476,1.745348,2.322457,2.013151
493,1.957157,2.187218,2.617519,1.57759,1.852329,2.140977,1.895689,2.272982,2.305308,1.801374,2.263247,2.14099,1.764804,2.28346,2.062972,1.752862,2.326889,2.021491
493.5,1.963826,2.193493,2.629344,1.581571,1.855679,2.146871,1.902853,2.278486,2.312984,1.808519,2.268711,2.148097,1.771303,2.287956,2.070916,1.759408,2.33162,2.028183
494,1.970686,2.199749,2.638625,1.585496,1.858532,2.152702,1.909267,2.284694,2.32039,1.814331,2.272218,2.155376,1.77775,2.293441,2.076937,1.765261,2.338445,2.035336
494.5,1.978331,2.205638,2.64602,1.589519,1.861109,2.158098,1.915219,2.29108,2.327178,1.820129,2.277668,2.161722,1.782893,2.296965,2.081335,1.770348,2.342313,2.039798
495,1.98493,2.212715,2.650197,1.593126,1.865108,2.162306,1.921368,2.29579,2.332455,1.825918,2.28482,2.165874,1.788097,2.304611,2.086168,1.775015,2.347782,2.043722
495.5,1.991333,2.218958,2.661634,1.596915,1.868376,2.16403,1.926761,2.303551,2.335296,1.830744,2.289609,2.170349,1.793066,2.310153,2.09102,1.779769,2.355155,2.047565
496,1.998096,2.225101,2.6632,1.600744,1.872308,2.167301,1.932365,2.309185,2.341609,1.836074,2.295548,2.173415,1.797301,2.315776,2.093636,1.783916,2.359549,2.05079
496.5,2.005581,2.233044,2.671323,1.604196,1.87587,2.170609,1.937432,2.315336,2.344965,1.840286,2.301995,2.176699,1.801712,2.321973,2.09604,1.787885,2.36508,2.053492
497,2.012152,2.24103,2.675414,1.607944,1.880036,2.173237,1.943056,2.322437,2.347866,1.845035,2.309384,2.17967,1.805727,2.328644,2.099021,1.791685,2.372025,2.056352
497.5,2.019035,2.248917,2.681584,1.611479,1.88496,2.174007,1.948105,2.328961,2.351726,1.849085,2.316142,2.183068,1.809536,2.334589,2.101133,1.79482,2.378118,2.058277
498,2.026114,2.25703,2.682379,1.614811,1.88994,2.175287,1.953669,2.337407,2.354568,1.853274,2.320439,2.185207,1.813231,2.340814,2.102875,1.797803,2.384542,2.059799
498.5,2.033131,2.264051,2.690953,1.618172,1.894096,2.176025,1.958651,2.343901,2.356357,1.857485,2.327454,2.18722,1.817339,2.347768,2.104564,1.800725,2.392498,2.060977
499,2.040251,2.272125,2.694584,1.621484,1.89837,2.177532,1.96295,2.349966,2.359148,1.861127,2.33547,2.189222,1.819855,2.355335,2.106332,1.804043,2.396375,2.062921
499.5,2.046757,2.279614,2.701335,1.624372,1.902742,2.178578,1.967792,2.355829,2.36155,1.865044,2.342686,2.190851,1.82312,2.36233,2.107658,1.807088,2.405136,2.063534
500,2.053107,2.287813,2.704982,1.627254,1.90726,2.177748,1.971296,2.363619,2.362158,1.86859,2.348519,2.192918,1.82662,2.368137,2.109113,1.809326,2.411712,2.065208
500.5,2.060372,2.294476,2.707954,1.630804,1.911899,2.178769,1.976266,2.371423,2.366128,1.873108,2.356292,2.193563,1.829312,2.375025,2.109842,1.812144,2.417159,2.065618
501,2.067476,2.303054,2.704925,1.633863,1.91623,2.180355,1.9814,2.380073,2.369472,1.876493,2.36237,2.193515,1.832664,2.382964,2.111433,1.815296,2.425087,2.066825
501.5,2.073901,2.312023,2.710465,1.637076,1.921091,2.179277,1.987413,2.385238,2.369605,1.880319,2.367622,2.196281,1.836433,2.388201,2.11253,1.817491,2.432363,2.067022
502,2.081779,2.320933,2.718005,1.640575,1.926206,2.180773,1.99251,2.39533,2.375356,1.884178,2.377439,2.198009,1.839314,2.395387,2.112095,1.820742,2.440026,2.069374
502.5,2.089459,2.329565,2.723275,1.64363,1.931536,2.181385,1.99714,2.403068,2.376031,1.888225,2.382436,2.198152,1.842098,2.405066,2.114692,1.823696,2.448784,2.069612
503,2.095769,2.336439,2.726188,1.647032,1.9362,2.181018,2.001971,2.409866,2.377447,1.891772,2.391886,2.200845,1.845371,2.412168,2.11598,1.826271,2.454979,2.070071
503.5,2.10158,2.345947,2.726315,1.650682,1.941144,2.181927,2.006192,2.417466,2.38081,1.895915,2.397022,2.203942,1.848657,2.419029,2.117627,1.828767,2.461599,2.071327
504,2.109704,2.354125,2.72966,1.653805,1.945734,2.182446,2.01076,2.424653,2.38147,1.899509,2.404485,2.205502,1.852342,2.425763,2.118758,1.831334,2.469352,2.072851
504.5,2.116675,2.362708,2.735524,1.656833,1.949756,2.182258,2.015646,2.431428,2.383419,1.903216,2.410638,2.205585,1.855224,2.430913,2.120247,1.834345,2.47486,2.074969
505,2.123485,2.370551,2.738568,1.659957,1.95472,2.184184,2.020473,2.439426,2.387107,1.906751,2.419784,2.208448,1.857868,2.438749,2.12103,1.837388,2.47966,2.075966
505.5,2.13114,2.378224,2.741119,1.662907,1.959854,2.183692,2.025493,2.447556,2.388545,1.911114,2.427592,2.210167,1.861355,2.445759,2.123094,1.840148,2.487589,2.076972
506,2.139207,2.386918,2.747036,1.666387,1.964555,2.185299,2.030627,2.454606,2.393353,1.915114,2.432694,2.211811,1.864994,2.450155,2.123671,1.842704,2.494158,2.077231
506.5,2.144821,2.396292,2.754133,1.669451,1.968849,2.186517,2.035831,2.461406,2.396752,1.918702,2.438467,2.214312,1.867855,2.458633,2.12686,1.844809,2.502268,2.079375
507,2.151628,2.402833,2.754603,1.672042,1.973288,2.18675,2.040059,2.469261,2.400578,1.922185,2.445532,2.215856,1.870854,2.466085,2.127926,1.847563,2.508775,2.081065
507.5,2.156519,2.410642,2.754738,1.674676,1.976953,2.18706,2.0437,2.473495,2.400172,1.926167,2.451322,2.217422,1.873803,2.472239,2.129052,1.850712,2.511884,2.082634
508,2.162792,2.419806,2.762564,1.678012,1.980392,2.187896,2.048779,2.48118,2.405164,1.929375,2.459965,2.219676,1.876298,2.478498,2.131516,1.853472,2.515358,2.083364
508.5,2.169895,2.427155,2.764331,1.680958,1.985339,2.189457,2.052804,2.487216,2.406955,1.933113,2.463833,2.222476,1.879387,2.486375,2.132532,1.856531,2.527718,2.085008
509,2.175987,2.434583,2.770458,1.683812,1.988147,2.19053,2.057081,2.494714,2.40814,1.935926,2.468857,2.223921,1.882512,2.49205,2.135552,1.858932,2.527624,2.086062
509.5,2.181927,2.439898,2.778998,1.686115,1.992149,2.192455,2.061328,2.5004,2.411639,1.939453,2.47604,2.226312,1.885549,2.493797,2.135994,1.861269,2.536839,2.088149
510,2.187361,2.447265,2.781277,1.688704,1.995564,2.192971,2.065411,2.503629,2.414878,1.942879,2.480728,2.228136,1.888561,2.497168,2.137266,1.863191,2.542952,2.09006
510.5,2.192857,2.453523,2.784244,1.690641,1.998957,2.192463,2.069282,2.507897,2.416141,1.946231,2.483368,2.230082,1.89133,2.503481,2.139689,1.865449,2.548349,2.091091
511,2.197439,2.460722,2.78586,1.692794,2.001843,2.193681,2.072068,2.517988,2.419323,1.948851,2.488873,2.232558,1.893235,2.509216,2.141376,1.867481,2.549463,2.093306
511.5,2.2027,2.464016,2.789831,1.695089,2.006703,2.194406,2.075757,2.522784,2.421615,1.952562,2.494516,2.234181,1.895683,2.515829,2.142795,1.870739,2.55542,2.093287
512,2.207835,2.472639,2.792776,1.697489,2.009962,2.194721,2.078579,2.527964,2.426151,1.954769,2.499294,2.236959,1.898088,2.518265,2.144644,1.872139,2.561674,2.095379
512.5,2.212085,2.477379,2.791998,1.699759,2.011979,2.196953,2.082732,2.534941,2.426447,1.95694,2.50475,2.238362,1.90065,2.524926,2.146254,1.873777,2.562544,2.09665
513,2.217691,2.482907,2.796684,1.701412,2.014408,2.19824,2.085799,2.538129,2.427613,1.959584,2.509854,2.240008,1.902458,2.527849,2.147325,1.875959,2.568585,2.09782
513.5,2.221029,2.489043,2.805019,1.702611,2.017029,2.196799,2.088873,2.542204,2.431363,1.962364,2.512967,2.240258,1.90403,2.533751,2.149351,1.87766,2.573744,2.098802
514,2.22607,2.493449,2.803983,1.704749,2.019878,2.198068,2.091348,2.547198,2.430993,1.964047,2.516541,2.242779,1.905904,2.535568,2.15028,1.879865,2.57616,2.100504
514.5,2.231225,2.499191,2.808847,1.706606,2.022177,2.198671,2.094302,2.551019,2.433106,1.965792,2.520636,2.245114,1.907598,2.53937,2.150844,1.881267,2.578496,2.102968
515,2.233461,2.501766,2.811766,1.707829,2.024863,2.198586,2.096717,2.550952,2.43278,1.968986,2.5243,2.244963,1.910171,2.542415,2.152708,1.882127,2.584494,2.1027
515.5,2.236234,2.505648,2.814716,1.70946,2.027056,2.200419,2.098269,2.556581,2.436541,1.970623,2.527653,2.24642,1.911162,2.548929,2.15394,1.883557,2.587006,2.103326
516,2.239723,2.510323,2.812605,1.711035,2.029488,2.201142,2.10004,2.560919,2.437586,1.971903,2.529952,2.248153,1.913453,2.552459,2.154782,1.884951,2.592643,2.104599
516.5,2.242177,2.513507,2.816551,1.711842,2.031113,2.199501,2.102566,2.565196,2.439775,1.973074,2.531386,2.246916,1.913517,2.550689,2.155551,1.885461,2.598882,2.105067
517,2.24483,2.520761,2.816834,1.713176,2.033093,2.199124,2.103578,2.566878,2.441756,1.97376,2.535302,2.249243,1.914636,2.550233,2.155868,1.886666,2.594506,2.104653
517.5,2.24597,2.520549,2.818062,1.713465,2.035121,2.2006,2.106155,2.569559,2.440156,1.975519,2.538811,2.249036,1.916312,2.554981,2.156364,1.887474,2.598284,2.104803
518,2.249626,2.523342,2.820283,1.713837,2.036758,2.200757,2.10655,2.57229,2.441387,1.977494,2.537851,2.250476,1.916992,2.558599,2.156948,1.888578,2.599559,2.106564
518.5,2.252394,2.527509,2.821005,1.714743,2.036794,2.200918,2.107311,2.575467,2.442412,1.977653,2.543065,2.249668,1.918129,2.559695,2.156642,1.889336,2.602762,2.107365
519,2.253622,2.530819,2.822896,1.715601,2.038798,2.201331,2.108514,2.575148,2.443318,1.978476,2.539052,2.250875,1.917261,2.568066,2.15659,1.890016,2.60477,2.107357
519.5,2.255646,2.531394,2.827247,1.716113,2.039576,2.199486,2.110195,2.575855,2.443661,1.979115,2.546678,2.250411,1.917768,2.566598,2.157026,1.88951,2.604481,2.105572
520,2.254855,2.532768,2.825495,1.716454,2.042303,2.199815,2.110625,2.577338,2.445407,1.979487,2.545767,2.251954,1.917809,2.564713,2.156958,1.88986,2.609624,2.107034
520.5,2.25778,2.535712,2.825867,1.716134,2.043105,2.199277,2.111001,2.579849,2.444115,1.979374,2.547142,2.251237,1.918047,2.566963,2.156993,1.889731,2.610072,2.106735
521,2.258443,2.538885,2.822418,1.715988,2.04252,2.198016,2.111295,2.578978,2.444103,1.979466,2.549005,2.250248,1.917349,2.570749,2.157401,1.890108,2.607273,2.107067
521.5,2.258633,2.538821,2.825207,1.716951,2.043513,2.198081,2.111348,2.582549,2.44356,1.979768,2.550887,2.250535,1.91807,2.572247,2.156416,1.889746,2.609299,2.106155
522,2.257991,2.537666,2.824677,1.717237,2.045072,2.197683,2.110687,2.580111,2.441092,1.980192,2.552063,2.249417,1.917904,2.572805,2.156224,1.889931,2.61411,2.10506
522.5,2.258992,2.542868,2.826593,1.717016,2.044371,2.197085,2.110104,2.583586,2.442265,1.979324,2.55196,2.249351,1.917742,2.572102,2.155526,1.888669,2.61213,2.105326
523,2.26098,2.542073,2.826533,1.717133,2.045045,2.196864,2.110383,2.583811,2.441595,1.979514,2.551668,2.250215,1.917206,2.572735,2.154801,1.88832,2.6109,2.104399
523.5,2.261783,2.542995,2.822306,1.716269,2.046159,2.19621,2.110327,2.583319,2.440471,1.978282,2.552858,2.248382,1.91555,2.573625,2.153729,1.887314,2.612742,2.102979
524,2.260638,2.544684,2.818995,1.716335,2.046699,2.194629,2.109665,2.583302,2.441167,1.977245,2.554587,2.247665,1.915621,2.572342,2.153124,1.88683,2.611425,2.102014
524.5,2.260446,2.544148,2.821839,1.715945,2.045899,2.194349,2.108467,2.585271,2.440024,1.976616,2.553272,2.247194,1.914758,2.573796,2.152987,1.885917,2.612147,2.101928
525,2.259609,2.544024,2.822455,1.715844,2.046959,2.194111,2.106384,2.584088,2.437339,1.976076,2.551469,2.245426,1.913728,2.573539,2.151595,1.885153,2.610812,2.101135
525.5,2.259161,2.541693,2.821212,1.714747,2.046623,2.191713,2.104721,2.582908,2.435361,1.975493,2.549647,2.246045,1.912914,2.573936,2.150248,1.884175,2.611664,2.099372
526,2.258132,2.541451,2.817798,1.714163,2.046104,2.191403,2.104712,2.582605,2.436032,1.973646,2.552079,2.242894,1.912153,2.571059,2.148587,1.882348,2.612841,2.099766
526.5,2.258578,2.541897,2.815226,1.712708,2.046835,2.189724,2.104506,2.584088,2.431832,1.972854,2.551479,2.242982,1.910513,2.573658,2.147851,1.881082,2.612267,2.097234
527,2.25616,2.541052,2.810591,1.712178,2.047078,2.189267,2.102831,2.582745,2.432738,1.970448,2.550571,2.241486,1.90847,2.572191,2.147102,1.880146,2.61078,2.09577
527.5,2.254829,2.54159,2.814989,1.711853,2.046109,2.187971,2.100943,2.581491,2.429565,1.969292,2.550053,2.238853,1.907685,2.571753,2.146241,1.878998,2.610801,2.094394
528,2.254033,2.540512,2.817066,1.711005,2.046702,2.185869,2.09858,2.577962,2.428694,1.968799,2.54993,2.23637,1.905992,2.569655,2.143864,1.877557,2.609709,2.093725
528.5,2.253777,2.540439,2.811373,1.709911,2.047523,2.184981,2.097754,2.579673,2.426207,1.965938,2.546583,2.235825,1.904083,2.569541,2.142631,1.87499,2.609196,2.092575
529,2.25248,2.537946,2.809021,1.709128,2.044973,2.184946,2.09535,2.577801,2.425637,1.965224,2.544193,2.23459,1.902693,2.568242,2.140329,1.874789,2.609318,2.090776
529.5,2.251131,2.538238,2.807846,1.708353,2.045051,2.183125,2.094941,2.577618,2.42369,1.964215,2.546583,2.23363,1.901748,2.57079,2.140486,1.873429,2.610917,2.089867
530,2.250232,2.540436,2.809457,1.707217,2.044706,2.181544,2.093041,2.576187,2.424179,1.962468,2.544728,2.232099,1.900042,2.568707,2.138114,1.871609,2.609272,2.088493
530.5,2.248135,2.538714,2.804043,1.706039,2.044443,2.181247,2.091296,2.575191,2.419206,1.961133,2.541911,2.229234,1.89853,2.56421,2.137378,1.869184,2.607776,2.087345
531,2.247723,2.535028,2.803517,1.705013,2.045213,2.180543,2.090267,2.5724,2.418015,1.959826,2.541649,2.229031,1.896533,2.563521,2.137048,1.867944,2.606738,2.085289
531.5,2.246474,2.535602,2.800725,1.704589,2.044518,2.179674,2.089125,2.573387,2.417924,1.957322,2.543154,2.228953,1.895216,2.56258,2.134913,1.866548,2.608453,2.082769
532,2.246335,2.534259,2.799019,1.704016,2.043668,2.177371,2.086885,2.572809,2.420479,1.956452,2.538922,2.226324,1.893368,2.563054,2.133631,1.864927,2.603752,2.083171
532.5,2.244141,2.535173,2.7948,1.702863,2.043908,2.176721,2.084892,2.572889,2.417362,1.955006,2.538582,2.224236,1.892115,2.562805,2.131337,1.864282,2.605844,2.08244
533,2.24258,2.53602,2.797877,1.701516,2.043843,2.175027,2.082952,2.570734,2.413611,1.953511,2.539898,2.222803,1.891353,2.560669,2.130102,1.863045,2.602317,2.079658
533.5,2.241758,2.534462,2.79824,1.700963,2.043195,2.174962,2.081821,2.568583,2.411656,1.952667,2.535456,2.221382,1.889543,2.559179,2.129079,1.861155,2.602968,2.078399
534,2.242064,2.534401,2.79564,1.700538,2.042788,2.174263,2.079651,2.567538,2.412087,1.95175,2.536167,2.21989,1.887796,2.556942,2.127328,1.859993,2.603375,2.078202
534.5,2.241193,2.533258,2.798042,1.700022,2.041996,2.173537,2.079309,2.569671,2.41224,1.950388,2.537752,2.220097,1.887619,2.559227,2.126838,1.858255,2.597545,2.077325
535,2.241056,2.531717,2.79803,1.699048,2.042648,2.171414,2.078679,2.567931,2.409282,1.948918,2.533817,2.218852,1.886601,2.55739,2.125651,1.857023,2.600849,2.076433
535.5,2.238839,2.532999,2.793815,1.698381,2.042329,2.17101,2.077313,2.565542,2.407516,1.947456,2.535274,2.217579,1.88509,2.557888,2.124777,1.85623,2.603495,2.074278
536,2.226494,2.518534,2.759866,1.692871,2.03599,2.160571,2.068446,2.548502,2.39297,1.940204,2.51644,2.207295,1.877691,2.538366,2.11581,1.850324,2.581489,2.066743
536.5,2.210851,2.495587,2.719376,1.686463,2.028137,2.148251,2.05759,2.527993,2.376062,1.930242,2.49439,2.194765,1.869333,2.5181,2.105779,1.842232,2.554999,2.057909
537,2.210533,2.496652,2.722636,1.686187,2.027961,2.147773,2.057603,2.529025,2.376521,1.929465,2.494703,2.194664,1.868646,2.517501,2.105368,1.841308,2.555656,2.057553
537.5,2.21221,2.498545,2.723185,1.685535,2.027836,2.148121,2.05669,2.529131,2.376298,1.929097,2.496332,2.19402,1.868266,2.517415,2.104963,1.840635,2.554933,2.057276
538,2.212612,2.498891,2.72787,1.684999,2.028213,2.148458,2.057073,2.527819,2.375562,1.928812,2.494344,2.193965,1.867565,2.516582,2.104902,1.840307,2.556471,2.056494
538.5,2.212242,2.499424,2.722601,1.684931,2.02888,2.148099,2.05694,2.53025,2.376415,1.928364,2.496245,2.193456,1.867054,2.516919,2.105448,1.839884,2.556879,2.056041
539,2.212484,2.501959,2.724702,1.685379,2.028975,2.149354,2.057408,2.530385,2.375107,1.92804,2.497666,2.193114,1.86676,2.517344,2.104129,1.839511,2.557552,2.056785
539.5,2.214941,2.503841,2.726504,1.685193,2.028981,2.149104,2.056884,2.529884,2.377397,1.928597,2.495159,2.192745,1.866584,2.516082,2.10403,1.839371,2.558449,2.056406
540,2.216034,2.504013,2.725944,1.685182,2.029033,2.14904,2.057101,2.531429,2.377278,1.92886,2.496712,2.194807,1.866946,2.517473,2.104325,1.839188,2.55838,2.056092
540.5,2.217945,2.505217,2.726869,1.68535,2.029803,2.149332,2.057385,2.53331,2.379004,1.928827,2.499292,2.194498,1.866447,2.519672,2.105214,1.838504,2.556656,2.056359
541,2.218619,2.506693,2.730814,1.685653,2.030183,2.148685,2.057795,2.533287,2.379208,1.929078,2.497144,2.194578,1.866926,2.518211,2.105634,1.839215,2.557811,2.056533
541.5,2.21938,2.507842,2.732116,1.686403,2.03095,2.149876,2.058642,2.534626,2.379431,1.929234,2.497984,2.195648,1.866543,2.518723,2.105507,1.839245,2.557255,2.056511
542,2.220457,2.509655,2.731423,1.687005,2.032681,2.150815,2.06037,2.535619,2.381801,1.929739,2.500668,2.196092,1.867512,2.519134,2.105876,1.83948,2.560577,2.057604
542.5,2.222473,2.510696,2.732794,1.686966,2.032451,2.152198,2.060305,2.53697,2.383702,1.930871,2.49986,2.197387,1.867421,2.519875,2.106999,1.839724,2.559382,2.057909
543,2.223922,2.512384,2.735918,1.686945,2.033775,2.151814,2.061469,2.537645,2.383072,1.931193,2.500705,2.198511,1.867727,2.523188,2.1085,1.840007,2.562447,2.05888
543.5,2.225111,2.515805,2.739393,1.687591,2.035066,2.153964,2.062048,2.538496,2.384921,1.93219,2.50041,2.199443,1.868494,2.525157,2.108696,1.84021,2.561607,2.059353
