Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,V_baseline,H_baseline
469.5,0.700959,0.7117666667,0.681312,0.679393,0.7239946666999999,0.6180150000000001,0.674468,0.7467776666999999,0.582941,0.669707,0.7633106667,0.558501,0.493019,0.3359253333
470.0,0.705321,0.7161563332999998,0.6856387000000002,0.683374,0.7281673332999998,0.6218517000000001,0.678143,0.7510923332999999,0.5863517,0.673351,0.7675113332999999,0.5615037,0.4919303,0.3361206667
470.5,0.70947,0.7205810000000001,0.6896483,0.687278,0.7323220000000001,0.6256622999999999,0.681686,0.7550000000000001,0.5899743,0.676796,0.77176,0.5647922999999999,0.4907037,0.33642
471.0,0.713759,0.7249206667000001,0.6935863,0.691156,0.7366166667,0.6294633000000001,0.685475,0.7592016667000001,0.5936173,0.680315,0.7761376667,0.5681963000000001,0.4893227,0.3368363333
471.5,0.718269,0.729602,0.6980723,0.695227,0.741051,0.6332593,0.689261,0.763608,0.5972322999999999,0.68394,0.7805829999999999,0.5715322999999999,0.4876917,0.337492
472.0,0.722503,0.7340689999999999,0.7026047,0.699055,0.7453189999999998,0.6370917,0.692854,0.7679929999999999,0.6005327,0.68735,0.7849999999999999,0.5747667000000001,0.4856463,0.338405
472.5,0.726622,0.7380873333,0.7062693,0.702465,0.7493923333000001,0.6406912999999999,0.696066,0.7721543333,0.6039292999999999,0.690415,0.7888513333,0.5778102999999999,0.4830117,0.3398706667
473.0,0.730554,0.7422013333000002,0.7102710000000001,0.705895,0.7534633333,0.6440620000000001,0.699238,0.7759353333000001,0.607032,0.693285,0.7926273333,0.5810569999999999,0.479687,0.3418146667
473.5,0.734814,0.7464636667,0.714582,0.709624,0.7578586667,0.6478729999999999,0.702611,0.7803496667,0.6105849999999999,0.696499,0.7970826666999999,0.5842559999999999,0.476828,0.3433433333
474.0,0.739266,0.7510496667000001,0.7187443,0.713838,0.7621716666999999,0.6518153,0.706535,0.7848646667,0.6141803000000001,0.700117,0.8016146667,0.5874873,0.4758197,0.3436763333
474.5,0.743486,0.755224,0.7228539999999999,0.717896,0.766182,0.6554949999999999,0.710523,0.7892309999999999,0.617705,0.704015,0.805546,0.590886,0.476215,0.342928
475.0,0.747768,0.7597193332999999,0.7270453000000001,0.72191,0.7706063333,0.6593093000000001,0.714464,0.7934373333,0.6210593,0.707946,0.8098423333,0.5940742999999999,0.4770447,0.3417646667
475.5,0.751834,0.7638806667,0.731055,0.725889,0.7746946667000001,0.6628160000000001,0.718483,0.7975266667,0.6245620000000001,0.711599,0.8138596667,0.597215,0.477979,0.3405333333
476.0,0.75643,0.7687186667000001,0.7354603,0.730261,0.7790266667000001,0.6667083,0.722738,0.8017566667,0.6280713,0.715746,0.8184046667,0.6007343,0.4791607,0.3391193333
476.5,0.76078,0.7732396666999999,0.739846,0.734444,0.7831876667,0.6705890000000001,0.726852,0.8058736666999999,0.631589,0.719785,0.8224886667,0.6040370000000002,0.480524,0.3376313333
477.0,0.765254,0.7777350000000001,0.7441739999999999,0.738754,0.787622,0.6746019999999999,0.731071,0.8101020000000001,0.6351359999999999,0.723948,0.826905,0.607192,0.482078,0.335945
477.5,0.769962,0.782224,0.7485643000000001,0.743206,0.792214,0.6785993,0.735499,0.81467,0.6390333,0.728303,0.8313760000000001,0.6107132999999999,0.4839337,0.334126
