Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V
416,0.364105,0.7607,0.945133,0.356174,0.767637,0.915348,0.356318,0.778356,0.900476,0.357342,0.787417,0.891089
416.5,0.366267,0.761247,0.944593,0.358291,0.768528,0.914514,0.358177,0.779292,0.899538,0.359482,0.788486,0.890425
417,0.36846,0.762086,0.944016,0.360408,0.769645,0.914171,0.360338,0.780339,0.898794,0.361459,0.789813,0.889789
417.5,0.370594,0.763221,0.943754,0.362511,0.770425,0.913564,0.362485,0.781638,0.898241,0.363611,0.791043,0.888782
418,0.372647,0.764119,0.943552,0.364646,0.771672,0.912906,0.364555,0.782899,0.897687,0.365718,0.792236,0.888137
418.5,0.374594,0.765075,0.943094,0.366564,0.772779,0.912771,0.366497,0.783973,0.897005,0.367629,0.793511,0.887368
419,0.376678,0.766216,0.943196,0.368401,0.773805,0.912349,0.368357,0.785232,0.896765,0.369575,0.79467,0.887017
419.5,0.378707,0.767338,0.943077,0.370349,0.775053,0.912038,0.370252,0.786477,0.896186,0.371525,0.79594,0.886795
420,0.380562,0.768465,0.943021,0.372202,0.776104,0.911808,0.372305,0.787862,0.896062,0.373288,0.797495,0.886324
420.5,0.382713,0.769494,0.943503,0.374422,0.777532,0.911838,0.374376,0.789282,0.895905,0.375489,0.7991,0.88613
421,0.38492,0.770715,0.943458,0.376557,0.779047,0.911823,0.376599,0.790954,0.895732,0.377614,0.800629,0.88597
421.5,0.3871,0.772056,0.94401,0.378648,0.780583,0.91189,0.378729,0.79238,0.895841,0.379767,0.802353,0.885891
422,0.389211,0.773554,0.944406,0.38075,0.781857,0.912131,0.380865,0.793925,0.896041,0.381773,0.804112,0.885948
422.5,0.391214,0.774668,0.944941,0.382786,0.783171,0.912563,0.382882,0.795563,0.896159,0.383812,0.805666,0.886131
423,0.39329,0.776173,0.945482,0.384762,0.784869,0.912887,0.384834,0.797032,0.896383,0.385845,0.807323,0.885966
423.5,0.395434,0.777517,0.945736,0.386907,0.786404,0.91308,0.386893,0.7987,0.896605,0.38793,0.80895,0.886196
424,0.397593,0.779064,0.946692,0.389097,0.788034,0.91381,0.389096,0.800599,0.896934,0.390099,0.810812,0.886468
424.5,0.400082,0.780606,0.947553,0.391396,0.789645,0.91436,0.391394,0.802232,0.897437,0.39238,0.812883,0.88671
425,0.402373,0.782365,0.948313,0.39378,0.79152,0.914981,0.393739,0.804481,0.897926,0.394784,0.81494,0.887319
425.5,0.404651,0.784058,0.949112,0.39588,0.793217,0.915618,0.395877,0.806178,0.898388,0.397001,0.817099,0.887904
426,0.406875,0.78567,0.950053,0.398048,0.794913,0.916342,0.398073,0.808141,0.89899,0.399203,0.818834,0.888525
426.5,0.409164,0.787302,0.951052,0.400287,0.796776,0.917167,0.400377,0.80999,0.899754,0.401456,0.820807,0.889055
427,0.411551,0.789117,0.952339,0.402581,0.798558,0.917875,0.40281,0.811996,0.900562,0.403772,0.822891,0.88944
427.5,0.414115,0.790947,0.953323,0.405022,0.800605,0.918762,0.405317,0.814253,0.90117,0.406285,0.825029,0.890231
428,0.416528,0.792873,0.954641,0.407539,0.80242,0.919867,0.407745,0.816501,0.902226,0.408748,0.827466,0.891054
428.5,0.419205,0.794909,0.955929,0.410067,0.804633,0.920866,0.410296,0.81874,0.903093,0.411323,0.829821,0.891992
429,0.421741,0.796647,0.957431,0.4125,0.806888,0.922146,0.41281,0.820824,0.904057,0.413713,0.832107,0.89279
429.5,0.424194,0.798733,0.95854,0.414986,0.808869,0.923204,0.415267,0.822958,0.904934,0.416109,0.834285,0.893606
430,0.426775,0.800757,0.96006,0.417474,0.811041,0.924361,0.417784,0.825361,0.90601,0.418529,0.836613,0.894445
430.5,0.429381,0.802756,0.96163,0.420135,0.813149,0.925641,0.420336,0.827701,0.907075,0.421187,0.839052,0.895628
431,0.43213,0.804896,0.963172,0.422761,0.815504,0.926847,0.423081,0.829947,0.908411,0.423892,0.841742,0.896712
431.5,0.434901,0.807054,0.964947,0.425458,0.817785,0.92813,0.425727,0.832449,0.909576,0.426526,0.844284,0.897866
432,0.437557,0.809235,0.966395,0.428108,0.819878,0.929785,0.428236,0.834792,0.910814,0.429049,0.846716,0.898949
432.5,0.440067,0.811175,0.968151,0.43062,0.822138,0.931045,0.430758,0.837225,0.912026,0.431502,0.849069,0.900146
433,0.44266,0.813451,0.969566,0.433198,0.82439,0.932541,0.433371,0.839527,0.913296,0.434089,0.851699,0.901165
433.5,0.445449,0.815611,0.971389,0.435778,0.826529,0.933822,0.43593,0.84196,0.914642,0.436711,0.854055,0.902234
434,0.44821,0.817768,0.973162,0.438523,0.828953,0.935186,0.438687,0.844552,0.916099,0.439453,0.856568,0.903531
434.5,0.451072,0.820089,0.975022,0.441295,0.831511,0.936983,0.441535,0.847114,0.917336,0.442218,0.85924,0.904942
435,0.454036,0.822607,0.977166,0.444041,0.833812,0.938736,0.444313,0.849811,0.918837,0.44494,0.862067,0.906266
435.5,0.456522,0.824469,0.978721,0.44655,0.836041,0.940125,0.446751,0.852005,0.920179,0.44742,0.864303,0.907378
436,0.45939,0.826946,0.980528,0.449315,0.838583,0.94193,0.449535,0.854588,0.921699,0.450077,0.867078,0.908913
436.5,0.462214,0.829373,0.982647,0.452141,0.841007,0.943533,0.452269,0.857386,0.92322,0.452806,0.870001,0.910243
437,0.465203,0.832014,0.98473,0.455078,0.843441,0.945466,0.455227,0.860036,0.925207,0.455678,0.872722,0.911835
437.5,0.468175,0.834579,0.986886,0.45804,0.846231,0.94715,0.458194,0.862833,0.926872,0.458532,0.875502,0.91312
438,0.471145,0.836975,0.989056,0.461045,0.848899,0.949044,0.461033,0.865539,0.928508,0.461449,0.878373,0.915029
438.5,0.474225,0.839348,0.991126,0.463856,0.851404,0.950944,0.463926,0.868253,0.929902,0.464343,0.881279,0.916555
439,0.477165,0.841853,0.993456,0.466645,0.853824,0.952816,0.466725,0.871028,0.931565,0.467154,0.884105,0.91803
439.5,0.479996,0.8443,0.995343,0.46936,0.856391,0.954642,0.469377,0.873541,0.933339,0.469846,0.88677,0.919525
440,0.483078,0.846832,0.997564,0.472427,0.859127,0.956451,0.472334,0.876372,0.935097,0.472793,0.88941,0.921148
440.5,0.486127,0.849527,1.000006,0.475348,0.861809,0.958429,0.475292,0.879223,0.936902,0.475652,0.892398,0.922719
441,0.489137,0.852171,1.002492,0.478328,0.864544,0.960481,0.478258,0.88199,0.938774,0.478546,0.895426,0.924443
441.5,0.492152,0.85465,1.004653,0.481255,0.867038,0.962404,0.481157,0.884756,0.94063,0.481351,0.898329,0.926183
442,0.495105,0.857229,1.006802,0.484032,0.869564,0.964512,0.484078,0.887427,0.942325,0.484252,0.901051,0.927769
442.5,0.497946,0.859417,1.008936,0.486757,0.872202,0.966378,0.486735,0.890221,0.944031,0.486933,0.903548,0.929407
443,0.501083,0.8622,1.011299,0.489776,0.875013,0.968344,0.489693,0.892841,0.945831,0.489831,0.906555,0.931249
443.5,0.50431,0.865023,1.013873,0.492974,0.877933,0.970755,0.492851,0.896127,0.947967,0.492901,0.909692,0.933184
444,0.507515,0.867832,1.016429,0.496042,0.880799,0.973007,0.496002,0.899102,0.949844,0.495978,0.912809,0.934874
444.5,0.510758,0.870592,1.018916,0.499262,0.883702,0.975141,0.499027,0.901962,0.952094,0.499068,0.916021,0.936759
445,0.514064,0.873363,1.02141,0.502457,0.886538,0.977315,0.502258,0.90499,0.954165,0.502099,0.91934,0.938757
445.5,0.517336,0.876182,1.024117,0.505632,0.889432,0.979625,0.505346,0.908225,0.956116,0.505212,0.922438,0.940731
446,0.520491,0.878963,1.026433,0.508688,0.892124,0.981621,0.508225,0.910993,0.957881,0.508101,0.925289,0.94253
446.5,0.523776,0.881991,1.029212,0.511723,0.895018,0.983986,0.511357,0.913898,0.960062,0.511178,0.928473,0.944427
447,0.527073,0.884861,1.031698,0.514924,0.897894,0.986019,0.514496,0.917062,0.96228,0.514317,0.931513,0.946172
447.5,0.530487,0.887643,1.034377,0.51809,0.900912,0.988812,0.517687,0.920079,0.964427,0.517402,0.934538,0.948359
448,0.533897,0.890811,1.037113,0.521423,0.904071,0.990997,0.520882,0.923334,0.966489,0.520631,0.937891,0.950373
448.5,0.537369,0.893685,1.039748,0.524694,0.907111,0.99321,0.524231,0.926625,0.968767,0.523921,0.941146,0.952322
449,0.540727,0.896706,1.042464,0.527895,0.910054,0.99556,0.527375,0.92986,0.970855,0.527061,0.944381,0.954512
449.5,0.544087,0.899604,1.045327,0.531205,0.913113,0.997974,0.530587,0.933001,0.973068,0.530174,0.947651,0.956426
450,0.547159,0.902445,1.047873,0.534135,0.915885,1.000254,0.533522,0.93589,0.97519,0.532976,0.950519,0.958247
450.5,0.55037,0.905297,1.050343,0.537213,0.9188,1.002435,0.536682,0.938797,0.977255,0.53596,0.953493,0.960177
451,0.553924,0.908301,1.053135,0.540596,0.922108,1.005131,0.540038,0.942013,0.979679,0.539222,0.956735,0.96239
451.5,0.557477,0.911396,1.056071,0.544031,0.925407,1.007697,0.543439,0.945301,0.982221,0.542529,0.960289,0.964544
452,0.560982,0.914669,1.059098,0.547514,0.928656,1.010469,0.546861,0.94887,0.984502,0.545764,0.963719,0.966701
452.5,0.564578,0.917882,1.061956,0.550896,0.931895,1.01287,0.550221,0.952081,0.986864,0.549094,0.967165,0.969007
453,0.568272,0.921358,1.065004,0.554362,0.935172,1.015637,0.553572,0.955462,0.989178,0.552487,0.970661,0.971228
453.5,0.571963,0.924518,1.068117,0.557995,0.938431,1.018228,0.557056,0.958977,0.991588,0.555883,0.974246,0.97355
454,0.575648,0.927941,1.071268,0.561547,0.941822,1.020919,0.560413,0.962498,0.9939,0.559338,0.977906,0.975723
454.5,0.579372,0.931288,1.074365,0.56514,0.945354,1.023696,0.56394,0.966077,0.996493,0.562746,0.98146,0.978159
455,0.583133,0.934738,1.07732,0.56864,0.9487,1.026406,0.567424,0.969479,0.999058,0.566069,0.98496,0.980409
455.5,0.586924,0.938019,1.080607,0.572266,0.952001,1.029158,0.570846,0.973063,1.001449,0.569518,0.988702,0.982712
456,0.590734,0.941656,1.083637,0.575787,0.955551,1.032098,0.574461,0.976495,1.004059,0.573051,0.992087,0.985087
456.5,0.594643,0.945098,1.086953,0.579561,0.95911,1.034616,0.578137,0.980228,1.006425,0.576686,0.995807,0.987409
457,0.598906,0.948862,1.090357,0.583403,0.962765,1.037703,0.581953,0.984211,1.009357,0.580377,0.999672,0.990007
457.5,0.602966,0.952478,1.093778,0.5872,0.966493,1.040559,0.585619,0.987987,1.012034,0.583957,1.003659,0.99263
458,0.606652,0.956151,1.097054,0.590893,0.97022,1.043251,0.589217,0.991652,1.014535,0.587401,1.007358,0.994834
458.5,0.61048,0.959631,1.100301,0.594591,0.973642,1.046132,0.592791,0.995319,1.017298,0.59091,1.01104,0.997107
459,0.614435,0.963328,1.103619,0.598349,0.977408,1.048955,0.596444,0.999108,1.019978,0.59442,1.014767,0.999705
459.5,0.618464,0.966942,1.106736,0.602117,0.981152,1.052006,0.600223,1.002638,1.022716,0.597984,1.018644,1.002108
460,0.622389,0.970633,1.110117,0.605893,0.984793,1.054942,0.603822,1.00647,1.025325,0.601598,1.022458,1.004562
460.5,0.626454,0.974426,1.113508,0.60972,0.988491,1.058007,0.607444,1.010065,1.028045,0.605043,1.026464,1.007121
461,0.630665,0.978244,1.117014,0.613655,0.992319,1.061177,0.611308,1.014196,1.030723,0.6088,1.030337,1.009585
461.5,0.634429,0.982097,1.120331,0.617359,0.995931,1.064011,0.614743,1.017759,1.033337,0.612211,1.034112,1.012087
462,0.638088,0.985564,1.123432,0.620936,0.999412,1.066815,0.618278,1.021187,1.035763,0.615548,1.037755,1.014374
462.5,0.642135,0.989502,1.126569,0.624692,1.003143,1.069694,0.621847,1.025165,1.038297,0.619014,1.041609,1.016972
463,0.646361,0.993504,1.130185,0.628662,1.00711,1.072711,0.625559,1.029142,1.041058,0.622689,1.045552,1.019545
463.5,0.650741,0.997678,1.133958,0.63272,1.01105,1.075925,0.629469,1.033345,1.044117,0.626562,1.049773,1.022188
464,0.654963,1.001719,1.137521,0.636584,1.015025,1.078718,0.633244,1.03729,1.046872,0.630326,1.053736,1.024768
464.5,0.659069,1.005812,1.141052,0.640411,1.018877,1.081943,0.636959,1.041317,1.049716,0.633964,1.05777,1.02718
465,0.6632,1.00945,1.144317,0.644195,1.022648,1.084863,0.640716,1.045183,1.052428,0.637494,1.061691,1.029814
465.5,0.667396,1.01368,1.147787,0.648185,1.026721,1.087896,0.644503,1.049435,1.055195,0.641154,1.065664,1.032207
466,0.671795,1.018061,1.15124,0.65227,1.031009,1.090811,0.648394,1.053713,1.057885,0.644905,1.069839,1.034792
466.5,0.675929,1.021893,1.154682,0.656007,1.035034,1.09378,0.652092,1.057472,1.060579,0.648433,1.073881,1.037262
467,0.680037,1.026016,1.157856,0.659855,1.039055,1.096802,0.655846,1.061626,1.063378,0.652021,1.077869,1.03972
467.5,0.684359,1.030299,1.16136,0.663816,1.04312,1.100053,0.659701,1.065876,1.065955,0.655659,1.082143,1.042279
468,0.688648,1.034864,1.164909,0.667879,1.047526,1.102816,0.663617,1.070046,1.0687,0.659416,1.08646,1.044628
468.5,0.692706,1.038988,1.168175,0.671702,1.05155,1.105683,0.667142,1.074034,1.071121,0.662812,1.090671,1.046962
469,0.696783,1.043128,1.171094,0.675411,1.055694,1.108374,0.670711,1.078204,1.073587,0.666183,1.094737,1.049185
469.5,0.700959,1.047692,1.174331,0.679393,1.05992,1.111034,0.674468,1.082703,1.07596,0.669707,1.099236,1.05152
470,0.705321,1.052277,1.177569,0.683374,1.064288,1.113782,0.678143,1.087213,1.078282,0.673351,1.103632,1.053434
470.5,0.70947,1.057001,1.180352,0.687278,1.068742,1.116366,0.681686,1.09142,1.080678,0.676796,1.10818,1.055496
471,0.713759,1.061757,1.182909,0.691156,1.073453,1.118786,0.685475,1.096038,1.08294,0.680315,1.112974,1.057519
471.5,0.718269,1.067094,1.185764,0.695227,1.078543,1.120951,0.689261,1.1011,1.084924,0.68394,1.118075,1.059224
472,0.722503,1.072474,1.188251,0.699055,1.083724,1.122738,0.692854,1.106398,1.086179,0.68735,1.123405,1.060413
472.5,0.726622,1.077958,1.189281,0.702465,1.089263,1.123703,0.696066,1.112025,1.086941,0.690415,1.128722,1.060822
473,0.730554,1.084016,1.189958,0.705895,1.095278,1.123749,0.699238,1.11775,1.086719,0.693285,1.134442,1.060744
473.5,0.734814,1.089807,1.19141,0.709624,1.101202,1.124701,0.702611,1.123693,1.087413,0.696499,1.140426,1.061084
474,0.739266,1.094726,1.194564,0.713838,1.105848,1.127635,0.706535,1.128541,1.09,0.700117,1.145291,1.063307
474.5,0.743486,1.098152,1.199069,0.717896,1.10911,1.13171,0.710523,1.132159,1.09392,0.704015,1.148474,1.067101
475,0.747768,1.101484,1.20409,0.72191,1.112371,1.136354,0.714464,1.135202,1.098104,0.707946,1.151607,1.071119
475.5,0.751834,1.104414,1.209034,0.725889,1.115228,1.140795,0.718483,1.13806,1.102541,0.711599,1.154393,1.075194
476,0.75643,1.107838,1.214621,0.730261,1.118146,1.145869,0.722738,1.140876,1.107232,0.715746,1.157524,1.079895
476.5,0.76078,1.110871,1.22037,0.734444,1.120819,1.151113,0.726852,1.143505,1.112113,0.719785,1.16012,1.084561
477,0.765254,1.11368,1.226252,0.738754,1.123567,1.15668,0.731071,1.146047,1.117214,0.723948,1.16285,1.08927
477.5,0.769962,1.11635,1.232498,0.743206,1.12634,1.162533,0.735499,1.148796,1.122967,0.728303,1.165502,1.094647
478,0.774381,1.11873,1.238775,0.747455,1.128482,1.16864,0.739861,1.151084,1.128526,0.732509,1.167763,1.099949
478.5,0.778821,1.121208,1.245326,0.751892,1.130675,1.174931,0.744143,1.153341,1.134276,0.736848,1.169846,1.105576
479,0.783175,1.123269,1.252259,0.756214,1.132577,1.181073,0.748337,1.155178,1.140565,0.741116,1.171817,1.111404
479.5,0.787388,1.12508,1.259341,0.760361,1.134231,1.187386,0.752601,1.156756,1.146703,0.745368,1.173591,1.117679
480,0.791738,1.127026,1.266914,0.764785,1.135743,1.194688,0.757153,1.158369,1.153632,0.749871,1.174978,1.124212
480.5,0.796178,1.128466,1.274517,0.769065,1.136963,1.201788,0.761577,1.159643,1.160644,0.75435,1.17612,1.131149
481,0.800476,1.129638,1.282859,0.773354,1.138087,1.209679,0.766072,1.160485,1.168206,0.758969,1.177198,1.138355
481.5,0.804783,1.130602,1.291499,0.777749,1.13883,1.217659,0.770487,1.161377,1.176193,0.763521,1.177975,1.145951
482,0.808898,1.131211,1.299733,0.781889,1.139383,1.225713,0.774761,1.161969,1.183471,0.767797,1.178472,1.153357
482.5,0.812865,1.131596,1.308296,0.786025,1.139695,1.234074,0.779063,1.162188,1.191472,0.77212,1.178501,1.161057
483,0.817018,1.131868,1.318354,0.790545,1.139801,1.24343,0.783738,1.162376,1.200684,0.776918,1.178502,1.170233
483.5,0.821184,1.131896,1.32844,0.795099,1.139629,1.253142,0.788432,1.162189,1.210224,0.781807,1.178293,1.179791
484,0.825442,1.131665,1.338898,0.799549,1.139285,1.263397,0.793121,1.161726,1.22008,0.786661,1.17793,1.189411
484.5,0.829584,1.131417,1.349934,0.803989,1.138773,1.273863,0.797897,1.161199,1.230386,0.791589,1.177547,1.199838
485,0.833566,1.130896,1.361241,0.808156,1.138049,1.284556,0.802584,1.160626,1.241055,0.796493,1.17675,1.210105
485.5,0.837542,1.130139,1.372442,0.812448,1.13719,1.295305,0.807021,1.159788,1.251365,0.801294,1.176198,1.220553
486,0.841571,1.12949,1.384609,0.816819,1.136308,1.30679,0.811713,1.158872,1.262766,0.806283,1.175168,1.231377
486.5,0.845598,1.128543,1.396947,0.821128,1.135477,1.318574,0.816486,1.157833,1.274386,0.811291,1.174251,1.24269
487,0.849561,1.127779,1.409419,0.825461,1.134536,1.33061,0.821334,1.157033,1.286437,0.816237,1.173343,1.254278
487.5,0.853467,1.127074,1.421595,0.829711,1.133521,1.342499,0.826015,1.156045,1.29835,0.821139,1.172487,1.265807
488,0.857274,1.126452,1.433491,0.833866,1.132959,1.354185,0.830564,1.155135,1.309916,0.825881,1.171484,1.277177
488.5,0.861099,1.125942,1.445416,0.837982,1.132309,1.365964,0.835116,1.154621,1.321175,0.830555,1.170843,1.288022
489,0.8648,1.125572,1.457084,0.842118,1.131843,1.377426,0.83953,1.154291,1.332336,0.835221,1.170377,1.29905
489.5,0.868453,1.125576,1.468614,0.84615,1.131608,1.388447,0.843827,1.153988,1.342884,0.839639,1.170136,1.309442
490,0.872261,1.125741,1.47972,0.850144,1.131733,1.399222,0.848158,1.153942,1.353559,0.844098,1.170213,1.319703
490.5,0.875751,1.126133,1.490269,0.854052,1.131919,1.409297,0.852207,1.1543,1.363258,0.848388,1.170475,1.329305
491,0.879446,1.126881,1.500161,0.857838,1.132496,1.4187,0.856175,1.154925,1.372084,0.852475,1.171059,1.338308
491.5,0.88295,1.127989,1.508958,0.861495,1.133465,1.427192,0.859975,1.155792,1.380219,0.856324,1.171839,1.346414
492,0.886411,1.129338,1.517204,0.864936,1.134692,1.434707,0.863599,1.156966,1.387731,0.860175,1.17309,1.35358
492.5,0.889877,1.130969,1.524212,0.868482,1.136267,1.441486,0.867105,1.158474,1.394224,0.863786,1.174585,1.360298
493,0.893504,1.133087,1.531108,0.871903,1.138201,1.447865,0.870604,1.160285,1.400373,0.867352,1.176552,1.366143
493.5,0.897054,1.135453,1.537274,0.875366,1.140381,1.45357,0.874107,1.162328,1.40566,0.870956,1.178724,1.371181
494,0.90063,1.138184,1.542355,0.878723,1.142909,1.45815,0.877418,1.16488,1.410261,0.874292,1.181127,1.375511
494.5,0.904132,1.141201,1.546583,0.881916,1.145607,1.461955,0.880614,1.167615,1.413824,0.877519,1.183784,1.379036
495,0.907537,1.144325,1.549944,0.885145,1.148576,1.465212,0.883671,1.17078,1.417029,0.880463,1.186912,1.381761
495.5,0.910926,1.147761,1.553174,0.888227,1.151914,1.467616,0.886709,1.174002,1.419188,0.883325,1.190058,1.384036
496,0.914335,1.151471,1.555635,0.891273,1.155372,1.469789,0.889617,1.177232,1.421,0.886127,1.193415,1.385657
496.5,0.917663,1.155073,1.557474,0.89431,1.158911,1.471006,0.89245,1.181017,1.42229,0.888775,1.196963,1.386617
497,0.921058,1.15903,1.558768,0.897273,1.16278,1.472365,0.895216,1.184644,1.423121,0.891324,1.20078,1.387379
497.5,0.92443,1.163452,1.560146,0.900373,1.166757,1.473069,0.898067,1.188521,1.423726,0.894044,1.204761,1.387769
498,0.927932,1.16781,1.560976,0.90343,1.171023,1.473785,0.90089,1.192594,1.424013,0.896627,1.20892,1.387766
498.5,0.931331,1.172186,1.561963,0.906378,1.175165,1.474022,0.903527,1.196783,1.423864,0.89908,1.213123,1.387691
499,0.93466,1.176524,1.562142,0.909183,1.179306,1.474029,0.906003,1.200886,1.423679,0.90145,1.21713,1.387494
499.5,0.937895,1.180871,1.562376,0.911989,1.183441,1.474133,0.908463,1.204998,1.423547,0.903747,1.221354,1.387012
500,0.941201,1.185436,1.562421,0.914814,1.18779,1.474003,0.91096,1.209394,1.423142,0.90598,1.22547,1.386357
500.5,0.94461,1.190305,1.562889,0.917847,1.192256,1.473733,0.913586,1.213635,1.42278,0.908376,1.229821,1.385619
501,0.948125,1.195103,1.562948,0.920872,1.196794,1.473441,0.916321,1.21826,1.422287,0.910848,1.23441,1.385116
501.5,0.951698,1.199973,1.563134,0.923819,1.201463,1.473318,0.918954,1.222864,1.421859,0.913309,1.238952,1.384427
502,0.955397,1.205101,1.562955,0.926984,1.206559,1.473291,0.921808,1.227536,1.421364,0.91583,1.243858,1.383546
502.5,0.958827,1.210098,1.563369,0.930001,1.211084,1.473069,0.924457,1.232209,1.420651,0.918197,1.248424,1.383048
503,0.962397,1.215009,1.563535,0.932957,1.2158,1.472823,0.927083,1.236819,1.420469,0.920514,1.252798,1.382542
503.5,0.965727,1.219831,1.563965,0.9358,1.220289,1.472817,0.929671,1.241248,1.420173,0.922776,1.25719,1.382018
504,0.969195,1.224781,1.564296,0.938776,1.22484,1.47294,0.932289,1.245704,1.419915,0.925229,1.261596,1.381698
504.5,0.972581,1.229463,1.564763,0.941673,1.229512,1.473064,0.934859,1.250303,1.419856,0.927563,1.266084,1.381313
505,0.976063,1.23442,1.565549,0.944662,1.234093,1.473071,0.937483,1.254925,1.419631,0.929937,1.270396,1.380846
505.5,0.979852,1.239669,1.566019,0.947859,1.239052,1.473285,0.940226,1.259754,1.419738,0.932506,1.275163,1.380678
506,0.983284,1.244393,1.566527,0.950825,1.243604,1.473646,0.94298,1.264127,1.419769,0.934822,1.279561,1.380495
506.5,0.986541,1.248822,1.566884,0.953731,1.248055,1.474187,0.945582,1.268443,1.420054,0.937043,1.283817,1.380587
507,0.989802,1.253573,1.567724,0.956483,1.252323,1.474648,0.948047,1.272441,1.420009,0.93923,1.287954,1.380531
507.5,0.993176,1.258219,1.568661,0.959357,1.256778,1.474966,0.950582,1.276599,1.420311,0.941424,1.292259,1.380438
508,0.996576,1.262712,1.569549,0.962281,1.261091,1.475619,0.953124,1.280917,1.420446,0.943819,1.29625,1.380854
508.5,0.999632,1.267118,1.57028,0.964913,1.265028,1.476122,0.955497,1.284785,1.421078,0.945929,1.300066,1.380751
509,1.002644,1.271537,1.571522,0.967576,1.268954,1.476895,0.957771,1.288562,1.421433,0.948034,1.304019,1.380904
509.5,1.005853,1.275653,1.572273,0.97028,1.273088,1.477531,0.96007,1.292671,1.42166,0.950182,1.307862,1.381064
510,1.008982,1.279959,1.573545,0.972869,1.276996,1.477973,0.962368,1.296574,1.422196,0.952278,1.311745,1.381427
510.5,1.011651,1.283867,1.574513,0.975238,1.280408,1.478611,0.964481,1.299848,1.422445,0.954089,1.31498,1.381531
511,1.014291,1.287231,1.574933,0.977402,1.283653,1.479246,0.966348,1.303209,1.422964,0.9559,1.317982,1.381948
511.5,1.016892,1.291275,1.576287,0.979785,1.287096,1.480341,0.96838,1.306621,1.423503,0.957764,1.321118,1.382277
512,1.019501,1.294684,1.577093,0.981855,1.290474,1.480556,0.970443,1.309843,1.424087,0.959459,1.324277,1.382527
512.5,1.021903,1.297947,1.577592,0.983872,1.29378,1.481155,0.972183,1.312912,1.424173,0.961078,1.327514,1.38239
513,1.024232,1.301308,1.578524,0.985944,1.296828,1.481587,0.974017,1.316028,1.424705,0.962785,1.330634,1.38306
513.5,1.026327,1.304425,1.579358,0.987858,1.299748,1.482369,0.975623,1.318776,1.425165,0.964151,1.333283,1.383348
514,1.028376,1.307248,1.579933,0.989633,1.302484,1.482833,0.977124,1.321276,1.4254,0.965416,1.335922,1.383505
514.5,1.030529,1.310155,1.580875,0.991333,1.305177,1.483591,0.97868,1.323899,1.425599,0.966769,1.338338,1.383506
515,1.032246,1.312788,1.581315,0.992947,1.307838,1.483728,0.980081,1.326116,1.426062,0.968078,1.3408,1.383715
515.5,1.03403,1.315448,1.581924,0.994488,1.310304,1.484211,0.981342,1.328647,1.426456,0.969127,1.34328,1.38387
516,1.035732,1.318068,1.582836,0.996029,1.312635,1.484393,0.982617,1.331148,1.426312,0.970276,1.345472,1.384079
516.5,1.037247,1.320592,1.582911,0.997384,1.3148,1.484812,0.983745,1.332996,1.426293,0.971247,1.34751,1.384139
517,1.038606,1.322523,1.58307,0.998508,1.31665,1.48504,0.984603,1.334736,1.426656,0.972082,1.349439,1.383937
517.5,1.039921,1.32471,1.583548,0.999478,1.318704,1.48497,0.985539,1.336848,1.426742,0.972846,1.351161,1.383872
518,1.041107,1.326472,1.583553,1.000334,1.320352,1.485107,0.986349,1.338562,1.426772,0.973568,1.352483,1.383943
518.5,1.042149,1.328117,1.584196,1.001256,1.321954,1.485093,0.987024,1.339961,1.426524,0.97419,1.35422,1.383738
519,1.042997,1.329943,1.584496,1.00196,1.323411,1.485206,0.987577,1.341809,1.426311,0.974688,1.355629,1.383538
519.5,1.043918,1.331391,1.583934,1.00257,1.324935,1.484959,0.988051,1.343024,1.426391,0.974992,1.356856,1.383229
520,1.044565,1.332965,1.584198,1.003116,1.3261,1.484889,0.98853,1.344321,1.425918,0.975432,1.358177,1.382857
520.5,1.045145,1.334105,1.583839,1.0037,1.327411,1.484782,0.988972,1.345497,1.425686,0.975572,1.359587,1.382646
521,1.045724,1.33524,1.583556,1.004109,1.328612,1.484473,0.989129,1.346405,1.425159,0.97583,1.360518,1.382373
521.5,1.046019,1.336301,1.583236,1.004311,1.32961,1.483936,0.989258,1.34737,1.424968,0.975752,1.361133,1.381894
522,1.046383,1.337278,1.583277,1.004471,1.330498,1.483401,0.989285,1.348125,1.424289,0.975873,1.362083,1.381403
522.5,1.046675,1.338334,1.582978,1.004621,1.331148,1.483051,0.989272,1.348821,1.42367,0.97575,1.362934,1.380914
523,1.04684,1.338901,1.582453,1.004599,1.331863,1.482549,0.989254,1.349567,1.423329,0.975685,1.363475,1.380093
523.5,1.046785,1.339571,1.58169,1.004424,1.332592,1.481983,0.989025,1.349963,1.422744,0.975363,1.363989,1.379394
524,1.046707,1.340173,1.581612,1.004346,1.333101,1.481279,0.988817,1.350444,1.42186,0.975093,1.364338,1.378781
524.5,1.046642,1.340612,1.580613,1.004011,1.333378,1.480793,0.988547,1.351014,1.421206,0.974664,1.364461,1.378176
525,1.046379,1.34102,1.579856,1.003805,1.333818,1.479933,0.988116,1.351249,1.420475,0.974258,1.364965,1.377358
525.5,1.046128,1.341302,1.579195,1.003555,1.334109,1.479129,0.987684,1.351471,1.419675,0.973778,1.365435,1.37666
526,1.046016,1.341442,1.578539,1.003075,1.334287,1.478555,0.987125,1.351803,1.419028,0.973235,1.365399,1.375821
