Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,40%,40%H,40%V,50%,50%H,50%V,V_baseline,H_baseline
795.5,0.131692,0.13063833330000002,0.1319743,0.119281,0.11859433330000002,0.11544030000000005,0.125465,0.12607133329999998,0.11842930000000007,0.124164,0.1256013333,0.11260630000000005,0.123109,0.12726233329999997,0.10935630000000007,0.123877,0.1291263333,0.10739830000000006,0.5782267,0.1983716667
796.0,0.13155,0.13015600000000002,0.13185829999999998,0.119152,0.11829799999999999,0.11563630000000003,0.125342,0.125924,0.11875930000000001,0.124025,0.125536,0.11312929999999999,0.123009,0.127287,0.10994930000000003,0.123732,0.129277,0.10798830000000004,0.5776937,0.19812
796.5,0.131391,0.13065133330000003,0.13230529999999996,0.119056,0.11883733329999999,0.11614729999999995,0.125189,0.1264223333,0.11920429999999993,0.123914,0.1260653333,0.11349229999999999,0.122899,0.1278293333,0.11020829999999993,0.123611,0.12976133330000003,0.10819829999999997,0.5771207,0.1974666667
797.0,0.131293,0.13101600000000002,0.13199130000000003,0.118951,0.11917100000000003,0.11577130000000002,0.125093,0.12676199999999999,0.11885029999999996,0.123824,0.12636399999999998,0.11311530000000003,0.122801,0.128058,0.1098443,0.123536,0.12988700000000003,0.10777429999999999,0.5771147,0.196961
797.5,0.131181,0.1308473333,0.13134900000000005,0.118849,0.11888933329999998,0.11513799999999996,0.124955,0.1263683333,0.11811400000000005,0.12369,0.12588633330000001,0.11229,0.12263,0.1273853333,0.109008,0.123407,0.12911433330000002,0.10700500000000002,0.577225,0.1968146667
798.0,0.131029,0.13003833329999998,0.13103730000000002,0.118746,0.11811433329999999,0.11495030000000006,0.124845,0.12550133330000002,0.11796130000000005,0.123568,0.12511733330000002,0.11225830000000003,0.122515,0.12671233329999998,0.10910130000000007,0.123249,0.1285853333,0.10727430000000004,0.5767247,0.1967346667
798.5,0.130883,0.12961233329999997,0.1314723,0.118595,0.11787533329999997,0.1154233,0.124688,0.1253353333,0.11848729999999996,0.123444,0.1249343333,0.11278829999999995,0.122364,0.1266113333,0.10958630000000003,0.123101,0.1285613333,0.10756330000000003,0.5759657,0.1964886667
799.0,0.130749,0.12982400000000002,0.1314727,0.118502,0.11807999999999999,0.11531669999999994,0.12459,0.125576,0.11838269999999995,0.123326,0.12516000000000002,0.11268469999999997,0.122249,0.12689399999999998,0.1094466999999999,0.123027,0.12880899999999998,0.10754869999999994,0.5754493,0.195958
799.5,0.130647,0.1300346667,0.13091730000000001,0.118419,0.11834066670000001,0.11492430000000009,0.124494,0.1258746667,0.1179483,0.123239,0.1254766667,0.11236330000000005,0.12219,0.12707466669999998,0.10908130000000005,0.122917,0.12891766669999996,0.10724830000000007,0.5753877,0.1955173333
800.0,0.130524,0.13022566670000002,0.1309477,0.118293,0.11847666670000001,0.11495869999999997,0.124394,0.12586466670000002,0.11792270000000005,0.123137,0.1254256667,0.11225470000000004,0.122085,0.12695566669999997,0.10899170000000002,0.122831,0.1287496667,0.10717969999999999,0.5749723,0.1950663333
800.5,0.130399,0.1298296667,0.1309053,0.118209,0.11806266669999999,0.11504029999999998,0.124292,0.12546766669999998,0.11800330000000003,0.123022,0.12504866669999998,0.11237229999999998,0.121972,0.1265896667,0.10913529999999994,0.122706,0.1283986667,0.10721229999999993,0.5744597,0.1948793333
801.0,0.130315,0.129441,0.13086799999999998,0.11815,0.11771200000000001,0.114923,0.124162,0.125005,0.11781299999999995,0.122884,0.12455999999999998,0.11203599999999991,0.121828,0.126001,0.108819,0.122599,0.12782999999999997,0.10682899999999995,0.57398,0.194752
801.5,0.130158,0.12895966669999998,0.1303877,0.118031,0.11722966670000001,0.11447469999999993,0.124046,0.12457866670000001,0.11741170000000001,0.12277,0.12419666670000001,0.11180769999999995,0.121757,0.1258196667,0.1086897,0.122462,0.1277716667,0.10696969999999995,0.5734603,0.1944913333
802.0,0.130011,0.128976,0.130405,0.117914,0.11738200000000001,0.11474300000000004,0.123881,0.12480900000000003,0.11769600000000002,0.122626,0.12440999999999999,0.11222299999999996,0.12161,0.12614,0.10909500000000005,0.122346,0.12801700000000002,0.10725200000000001,0.572839,0.194045
802.5,0.129915,0.129428,0.13069069999999994,0.117813,0.11779499999999998,0.11494769999999999,0.123753,0.12519199999999997,0.1178596999999999,0.122518,0.12471699999999997,0.11236469999999998,0.121482,0.126423,0.10916169999999992,0.12224,0.128284,0.10732569999999997,0.5722793,0.193452
803.0,0.129809,0.129466,0.13025799999999998,0.117698,0.11779199999999998,0.11446100000000003,0.123684,0.125136,0.11738700000000002,0.122435,0.124692,0.11179099999999997,0.121391,0.12621999999999997,0.10856900000000003,0.122144,0.12799399999999997,0.10665199999999997,0.57219,0.193144
803.5,0.129676,0.1290226667,0.12978299999999998,0.117579,0.11726866670000002,0.11393799999999998,0.123564,0.12446566669999998,0.116784,0.122296,0.12394066669999998,0.11118299999999992,0.121269,0.12542866670000002,0.1078659999999999,0.122022,0.1271656667,0.10605599999999993,0.571787,0.1929793333
804.0,0.129524,0.1282096667,0.12957969999999996,0.117486,0.1165186667,0.1139486999999999,0.123465,0.12383366670000001,0.11688469999999995,0.122201,0.1233216667,0.1114427,0.121192,0.12502766669999998,0.10824769999999995,0.121893,0.12691366669999998,0.10659869999999994,0.5709783,0.1928443333
804.5,0.129422,0.128223,0.13013399999999997,0.117438,0.11675499999999997,0.11457899999999999,0.123369,0.12402499999999997,0.11743999999999999,0.122141,0.12358499999999997,0.112008,0.1211,0.12527399999999997,0.10876799999999998,0.121839,0.12722399999999998,0.10707100000000003,0.570052,0.192418
805.0,0.129351,0.1286473333,0.1300363,0.117368,0.11713833330000001,0.11444830000000006,0.123294,0.1244293333,0.11736930000000001,0.122031,0.1239853333,0.1119133,0.12101,0.1257033333,0.1087053,0.121724,0.1276123333,0.10702830000000008,0.5694657,0.1918056667
805.5,0.129259,0.12877699999999997,0.12936270000000005,0.117284,0.11731000000000003,0.11385970000000001,0.123209,0.12463600000000002,0.11686269999999999,0.121937,0.124135,0.11139670000000002,0.120905,0.125718,0.1081687,0.121647,0.127477,0.1063887,0.5693473,0.191442
806.0,0.129117,0.1286183333,0.12915299999999996,0.117178,0.11707133330000002,0.113595,0.123098,0.12427433329999998,0.11653199999999997,0.121838,0.12368933329999998,0.111128,0.120756,0.1251953333,0.10785299999999998,0.121506,0.1269443333,0.10616800000000004,0.568755,0.1911476667
806.5,0.129022,0.1279766667,0.12917070000000008,0.117092,0.11647766670000001,0.11378370000000004,0.122979,0.1237086667,0.11674070000000003,0.121722,0.12319366670000001,0.11135570000000006,0.120652,0.12478166669999999,0.10815170000000007,0.121407,0.1265886667,0.1064967,0.5678633,0.1909993333
807.0,0.128888,0.1277873333,0.12942829999999994,0.116993,0.11633133329999998,0.1139403,0.122859,0.1234883333,0.1168283,0.121598,0.1229593333,0.11126229999999993,0.120567,0.12450433329999996,0.1080833,0.121348,0.12633433329999996,0.10628329999999997,0.5669157,0.1906916667
