0%,10%,20%,30%,40%,50%,60%,70%,0%H,10%H,20%H,30%H,40%H,50%H,60%H,70%H,0%V,10%V,20%V,30%V,40%V,50%V,60%V,70%V
0.7548330452188153,0.8137557241377931,0.8513445381951039,0.8708594472152529,0.8782715437174574,0.8821308184511534,0.8957011010995366,0.9044846555527631,0.7538531338250252,0.8081469299336963,0.8474914669769592,0.8687981803299122,0.8782543862677116,0.8828037852448305,0.8977615786547729,0.9074790052311666,0.7568884679090373,0.8152345350600188,0.8496362706872118,0.8656282487033918,0.8698545963516398,0.8726859300355162,0.8842007815505168,0.8918516502936095
