Wavelength,0%,10%,20%,30%,40%,50%,60%,70%,0%H,10%H,20%H,30%H,40%H,50%H,60%H,70%H,0%V,10%V,20%V,30%V,40%V,50%V,60%V,70%V,V_baseline,H_baseline
776.5,0.090716,0.144647,0.169622,0.178912,0.18643,0.18484,0.184367,0.180053,0.087059,0.13965100000000003,0.166275,0.17883100000000002,0.18755100000000002,0.187892,0.18764200000000003,0.18441200000000002,0.090422,0.13686200000000004,0.159285,0.16465200000000002,0.170215,0.16782200000000003,0.16733700000000007,0.16193800000000003,0.583977,0.210059
777.0,0.090663,0.144597,0.16957,0.178825,0.186346,0.184721,0.184257,0.179973,0.08661533329999999,0.13919633330000003,0.16583233330000002,0.1781153333,0.18706933330000003,0.1873693333,0.18716933330000002,0.1838813333,0.0905283,0.13691830000000005,0.15937330000000005,0.1644953,0.17025829999999997,0.16794129999999996,0.1674173,0.16206330000000002,0.5836747,0.2099096667
777.5,0.090626,0.144532,0.169489,0.178727,0.186248,0.184637,0.184139,0.179874,0.08654999999999999,0.139126,0.165797,0.17756999999999998,0.187042,0.187242,0.18708099999999997,0.18379700000000002,0.09094899999999995,0.13732900000000003,0.15974999999999995,0.16480899999999998,0.17062699999999997,0.16818699999999998,0.16778799999999994,0.162358,0.583222,0.20946
778.0,0.090532,0.144453,0.16939,0.178653,0.186144,0.184531,0.18405,0.179742,0.08676266669999996,0.13929966669999996,0.16596866670000002,0.1777996667,0.18716566669999998,0.1874036667,0.18728666669999997,0.18397766670000001,0.09053100000000003,0.13701399999999997,0.15937,0.164891,0.17024399999999995,0.16784199999999994,0.16738699999999995,0.161933,0.583218,0.2088643333
778.5,0.090449,0.144329,0.169292,0.178538,0.185968,0.184403,0.18396,0.179627,0.08677733330000001,0.13933633329999998,0.16594533329999997,0.17798333330000002,0.18721533329999998,0.1874573333,0.18729433329999998,0.18409333329999997,0.08986670000000008,0.1364067,0.15877870000000005,0.1640617000000001,0.16965370000000002,0.1672047000000001,0.1668187000000001,0.1613677,0.5836233,0.2085616667
779.0,0.090343,0.144207,0.169185,0.178423,0.185874,0.184266,0.183795,0.179487,0.08669966669999998,0.1392586667,0.16590966669999999,0.17804966669999997,0.18710366669999998,0.18729266669999997,0.18715366669999997,0.1839486667,0.09004600000000007,0.13653700000000002,0.15885700000000003,0.16395300000000002,0.16977200000000003,0.16727100000000006,0.16690100000000008,0.161443,0.583544,0.2084223333
779.5,0.090257,0.144149,0.169066,0.178319,0.185774,0.184138,0.183666,0.179362,0.08647366670000003,0.1389956667,0.1656416667,0.1777666667,0.18679866670000003,0.18696866670000004,0.1868456667,0.1836216667,0.09036599999999995,0.13688199999999995,0.15910099999999994,0.16419499999999998,0.17008899999999993,0.16754999999999998,0.167118,0.16172599999999993,0.583165,0.2082903333
780.0,0.090166,0.144083,0.169002,0.178216,0.185644,0.184033,0.183604,0.179277,0.08626166669999999,0.13874766669999997,0.1653776667,0.17757866669999997,0.1865036667,0.1866566667,0.18653966669999997,0.18330666669999998,0.09032870000000004,0.1367967,0.1589857,0.16428370000000003,0.16998570000000002,0.1674327,0.16696370000000005,0.16158070000000002,0.5828913,0.2079203333
780.5,0.090099,0.143987,0.168929,0.17811,0.185516,0.183954,0.183488,0.179178,0.08602966670000001,0.13848866669999998,0.16513066669999998,0.1769226667,0.1862926667,0.18644766670000001,0.18635966669999998,0.1830646667,0.08980870000000007,0.1362677,0.15857670000000001,0.16371270000000004,0.16952869999999998,0.16698770000000007,0.16656870000000001,0.1611477,0.5829483,0.2074693333
781.0,0.090068,0.143934,0.168843,0.178045,0.185469,0.183883,0.183367,0.17911,0.08633500000000002,0.13877799999999998,0.165434,0.177107,0.18664300000000003,0.186798,0.186721,0.183399,0.08999869999999999,0.13657969999999997,0.15886069999999997,0.16378269999999995,0.16965969999999997,0.16718069999999996,0.16674869999999997,0.1613597,0.5828883,0.207006
781.5,0.090026,0.143897,0.168788,0.178015,0.185426,0.18377,0.183351,0.179037,0.08652099999999999,0.13895500000000002,0.165529,0.177586,0.18674300000000002,0.186887,0.186821,0.18357700000000002,0.09000700000000006,0.13659500000000002,0.15878400000000004,0.16400700000000001,0.16959599999999997,0.16712099999999996,0.16668400000000005,0.16129000000000004,0.582916,0.206782
782.0,0.089923,0.143808,0.168721,0.17794,0.185299,0.183654,0.183261,0.178914,0.08625833329999999,0.1387163333,0.16528633329999998,0.1777563333,0.1863883333,0.18653233330000002,0.1864663333,0.18322933330000002,0.08983699999999994,0.13631399999999994,0.15851899999999997,0.16377399999999998,0.16932099999999994,0.16692099999999999,0.16645199999999993,0.161065,0.582929,0.2067496667
782.5,0.089908,0.14376,0.168665,0.177854,0.185176,0.183575,0.183162,0.178826,0.08576466669999999,0.13822766669999997,0.1647816667,0.17705266669999997,0.1858296667,0.18599266669999998,0.18590166669999997,0.1826206667,0.08971530000000005,0.1361903,0.15839730000000007,0.1634413,0.16909430000000003,0.16679330000000003,0.1662783,0.1609663,0.5826897,0.2065623333
783.0,0.089855,0.143693,0.168574,0.177734,0.185094,0.183477,0.183042,0.178703,0.08577533330000003,0.13817933329999998,0.16479733330000002,0.17639433329999998,0.18585733329999998,0.1859543333,0.1858983333,0.18261233329999998,0.08986700000000003,0.13643400000000006,0.158709,0.16354500000000005,0.16933699999999996,0.167045,0.16649000000000003,0.16119700000000003,0.582329,0.2060446667
783.5,0.089784,0.143621,0.168502,0.177673,0.184991,0.183379,0.182923,0.178618,0.0861666667,0.13855366670000002,0.1650636667,0.1767736667,0.1861966667,0.18632266669999997,0.1862266667,0.1829916667,0.08973699999999996,0.13627599999999995,0.15849499999999994,0.1638179999999999,0.16918,0.166844,0.16627999999999998,0.16093499999999994,0.582285,0.2054423333
784.0,0.089723,0.143578,0.168452,0.177624,0.184918,0.183291,0.182864,0.17854,0.08618899999999999,0.13857699999999998,0.165114,0.17719300000000002,0.186217,0.18638000000000002,0.18622600000000003,0.18300400000000003,0.08915799999999996,0.13565499999999997,0.15788099999999994,0.16317799999999993,0.16860999999999993,0.16622199999999998,0.1657519999999999,0.16032599999999997,0.582671,0.205257
784.5,0.089624,0.143494,0.168323,0.177526,0.184802,0.183168,0.182769,0.178393,0.08601800000000004,0.13840000000000002,0.16492600000000002,0.177288,0.18590600000000002,0.186127,0.18597200000000003,0.18272700000000003,0.08918400000000004,0.135648,0.15788500000000005,0.16301900000000002,0.16856499999999996,0.16620800000000002,0.16572399999999998,0.16029700000000002,0.582561,0.205167
785.0,0.089571,0.143395,0.168239,0.177411,0.184703,0.183045,0.182651,0.17827,0.0856916667,0.13804066669999998,0.1646136667,0.1766286667,0.1855206667,0.18570666670000002,0.1856056667,0.18234766670000002,0.08950199999999997,0.136019,0.15813900000000003,0.16314700000000004,0.16895899999999997,0.16651099999999996,0.16605899999999996,0.16068000000000005,0.582098,0.2050193333
785.5,0.089517,0.143337,0.168206,0.17734,0.18461,0.182963,0.182527,0.178199,0.08573833330000002,0.13802233330000002,0.1646113333,0.17646533330000003,0.1855373333,0.1856263333,0.1855723333,0.1822463333,0.08972599999999997,0.136166,0.15831700000000004,0.163451,0.16900300000000001,0.16660300000000006,0.16610100000000005,0.16076100000000004,0.581704,0.2045506667
786.0,0.089479,0.143278,0.168144,0.17727,0.184524,0.182888,0.182448,0.178108,0.08561833330000002,0.1378863333,0.1644493333,0.1761403333,0.1854063333,0.18548233330000002,0.18546133330000003,0.1820973333,0.08908170000000004,0.13542770000000004,0.15764469999999997,0.16291670000000003,0.16824870000000003,0.16591270000000002,0.16545770000000004,0.16007870000000002,0.5818523,0.2040756667
786.5,0.089391,0.143191,0.168049,0.177142,0.184445,0.182775,0.182339,0.177991,0.08569599999999997,0.13800199999999999,0.164575,0.17624899999999996,0.18555999999999997,0.18561999999999998,0.18557499999999996,0.182271,0.08894230000000003,0.1353063,0.15763329999999998,0.16250829999999994,0.16816529999999996,0.16587129999999994,0.16542329999999994,0.1600313,0.5818997,0.203719
787.0,0.089311,0.1431,0.167974,0.177089,0.184341,0.18266,0.182251,0.177909,0.08575533330000001,0.13805533329999997,0.1645613333,0.17656033329999998,0.1855553333,0.18563733329999998,0.1855823333,0.18229133329999997,0.08915670000000009,0.1355617,0.1578157,0.16278270000000006,0.16832970000000003,0.1659507,0.16557370000000005,0.16017370000000009,0.5817433,0.2035396667
787.5,0.089261,0.143027,0.167916,0.177007,0.18422,0.182598,0.182166,0.177816,0.08549866669999998,0.13783066669999997,0.16432966670000002,0.1766376667,0.18524466669999998,0.1853686667,0.18527966669999998,0.1819756667,0.08922229999999998,0.13557530000000007,0.15779330000000003,0.1629043,0.16840030000000006,0.16589330000000002,0.16548530000000006,0.1602173,0.5815087,0.2034493333
788.0,0.089213,0.142992,0.167832,0.176917,0.184146,0.182499,0.182051,0.177719,0.0850483333,0.13732533330000002,0.1638123333,0.1760513333,0.1846883333,0.1847963333,0.18471833330000004,0.1813943333,0.08897,0.13526099999999996,0.15746800000000005,0.16259,0.16802300000000003,0.16554199999999997,0.165134,0.15979699999999997,0.581275,0.2031836667
788.5,0.089126,0.142911,0.16773,0.176857,0.184022,0.18237,0.181941,0.177611,0.08503566669999998,0.1372816667,0.16381266670000003,0.17537066669999998,0.18466766669999998,0.1847686667,0.1847516667,0.1813946667,0.08895169999999997,0.13528570000000006,0.15755770000000002,0.16231669999999998,0.16810170000000002,0.16573369999999998,0.16531470000000004,0.1598267,0.5809833,0.2026383333
