Wavelength,0%,10%,20%,30%,40%,50%,60%,70%
300,4,4,3.768995,3.983821,4,3.978921,4,4
300.5,4,4,4,4,4,4,4,3.989443
301,4,4,4,3.967294,4,3.978734,4,3.974483
301.5,4,3.970526,3.968779,4,4,4,3.983164,3.988414
302,4,3.970526,4,4,4,4,4,3.950732
302.5,4,4,4,4,3.960627,4,4,4
303,4,4,3.994051,4,3.994016,4,4,4
303.5,4,4,4,4,3.993759,4,4,4
304,4,4,4,4,4,4,3.987371,4
304.5,4,4,4,4,4,4,4,4
305,4,4,3.993256,3.981773,4,4,4,4
305.5,4,4,3.981691,4,4,3.966881,4,4
306,4,3.978241,4,4,4,4,4,4
306.5,4,4,4,4,4,4,4,4
307,4,4,4,3.947742,4,4,4,3.859268
307.5,4,4,4,3.978299,4,4,4,3.960614
308,4,3.957797,3.972705,3.956676,3.957737,3.978356,4,3.962243
308.5,4,3.972762,3.91766,4,3.994335,4,3.972256,4
309,4,4,4,3.978362,3.994359,4,3.985575,4
309.5,4,3.978425,4,4,4,3.985636,3.961155,3.985544
310,4,4,3.978429,4,4,4,3.978469,3.957823
310.5,3.967098,4,4,4,3.994489,4,4,3.918987
311,4,4,4,4,3.978493,3.985667,3.805625,4
311.5,3.9857,4,3.958319,3.973001,4,4,4,4
312,4,4,4,4,3.952836,4,3.942351,4
312.5,3.958341,4,4,4,4,4,4,4
313,3.985711,3.994508,3.994495,3.978497,4,4,3.967149,3.96151
313.5,3.962464,4,3.988978,3.967136,3.930757,3.985661,4,4
314,4,4,3.978435,4,3.945057,4,4,4
314.5,4,4,3.994352,4,4,4,3.945395,4
315,4,3.978374,3.849811,3.958186,3.994278,4,3.961307,4
315.5,4,4,3.972213,4,3.988571,3.966931,4,4
316,3.994148,4,3.923163,4,4,4,4,4
316.5,3.94321,3.970538,4,4,3.994023,4,4,4
317,4,4,3.985189,3.981877,3.916007,3.95059,4,3.993866
317.5,4,4,4,4,3.949655,4,4,4
318,3.993715,4,4,3.984931,3.917576,4,4,4
318.5,3.965008,3.950255,3.993548,3.913016,3.984742,4,4,4
319,4,4,4,4,4,4,4,3.964467
319.5,4,3.984339,3.977142,4,3.970205,4,4,3.977117
320,4,4,4,4,4,4,3.976902,3.939262
320.5,4,3.985454,4,3.938131,4,3.89896,3.976902,4
321,3.969306,3.927258,4,4,3.911376,3.949353,4,3.97628
321.5,4,4,4,3.983697,4,4,4,3.952663
322,4,4,4,3.939812,3.975997,3.921521,4,4
322.5,3.96981,3.937118,4,3.939812,4,3.975901,4,3.956202
323,4,3.991691,3.991667,3.969423,4,4,3.982823,3.99147
323.5,4,3.99145,4,3.969423,4,4,4,4
324,4,3.895981,4,4,4,4,4,3.963828
324.5,4,3.933168,4,4,3.874656,4,4,4
325,3.990538,4,3.99055,3.99063,3.949062,4,4,4
325.5,4,4,3.99032,4,3.990459,4,4,4
326,3.973985,4,3.973859,4,4,4,4,4
326.5,4,4,3.973859,4,4,4,3.967719,4
327,3.989383,3.953846,3.973424,3.989408,4,4,3.989347,4
327.5,4,4,3.966888,3.945611,4,4,4,4
328,3.979952,4,4,4,3.972579,4,3.966656,4
328.5,4,4,3.979172,4,3.91334,3.988482,3.988453,3.9387
329,3.979371,3.972218,3.979461,4,3.972167,4,4,3.998788
329.5,4,3.987774,4,4,3.978912,4,4,4
330,3.998974,3.998932,4,3.951444,3.998744,3.971387,4,4
330.5,3.953858,4,4,3.987104,4,4,3.959931,4
331,4,4,3.954718,4,3.954998,3.998309,4,3.998331
331.5,4,3.951017,3.954718,3.98634,4,4,4,4
332,4,3.942829,3.924144,3.915594,3.974935,3.964039,4,4
332.5,4,4,3.939285,4,4,4,4,4
333,4,4,3.969502,4,4,3.831198,3.976574,3.949246
333.5,4,3.985125,4,3.903861,3.871489,3.970489,4,3.941873
334,4,3.992405,3.969846,4,4,4,4,4
334.5,4,3.975662,4,4,4,4,4,3.927147
335,4,3.944124,3.975291,4,3.975405,4,3.956674,3.983996
335.5,4,3.990131,4,3.851331,4,3.770294,4,4
336,4,3.99505,4,4,4,3.901302,4,4
336.5,3.961101,4,4,3.967284,3.994393,4,4,4
337,4,4,4,3.955314,3.949249,4,3.949065,3.98264
337.5,4,3.910396,3.950264,4,4,4,4,3.95489
338,4,4,3.9642,3.993121,4,3.973019,3.981883,3.973092
338.5,4,4,3.914225,3.993121,4,4,4,4
339,3.957838,4,3.93166,3.895237,3.931866,4,3.981152,4
339.5,4,3.981034,3.972299,4,3.992109,3.95895,4,3.964634
340,3.961091,3.992049,3.947668,4,3.992109,3.953227,3.997097,3.964634
340.5,3.670856,3.95433,4,3.961432,4,4,3.970045,4
341,4,3.815617,3.938604,3.948642,3.998123,3.908263,4,4
341.5,3.88825,3.93087,4,3.970994,3.996611,3.943834,3.814094,4
342,4,3.826748,4,4,4,3.982744,3.96276,3.982841
342.5,4,3.876444,3.98308,4,3.829058,4,3.955059,3.999087
343,4,3.944368,4,4,3.752296,4,3.896805,4
343.5,3.929171,3.950752,3.968088,4,3.968099,3.950837,4,4
344,4,3.984452,3.973259,4,3.74635,3.950837,4,3.945682
344.5,4,4,4,4,3.903945,4,3.973751,4
345,4,4,3.965304,4,3.873726,4,4,3.973814
345.5,3.909593,4,4,4,4,4,4,4
346,3.928244,4,3.897675,4,3.896231,3.974837,3.909825,4
346.5,4,3.966175,3.959072,4,3.935042,4,3.84623,3.974961
347,3.892848,4,3.935495,4,4,3.966765,3.966682,4
347.5,4,4,4,4,3.871646,3.959844,4,3.888947
348,4,4,4,4,3.948676,4,3.947608,4
348.5,4,3.922205,3.96066,4,4,4,4,4
349,3.909773,4,3.954695,4,4,4,3.988211,4
349.5,4,3.988616,3.961289,4,3.955086,4,4,3.873193
350,4,3.988914,4,4,4,4,3.945488,4
350.5,3.906193,4,3.977653,3.941659,4,4,4,4
351,4,3.989316,3.978141,4,4,4,4,4
351.5,3.968078,3.924561,3.946188,3.929301,4,4,4,4
352,4,3.907916,4,4,4,4,3.969713,4
352.5,4,3.929251,3.885544,4,4,3.978857,4,4
353,3.970195,3.970272,4,3.970142,3.962942,4,3.949361,4
353.5,3.933661,4,4,4,4,4,4,4
354,4,3.753061,4,3.89407,4,4,4,3.963374
354.5,3.991019,3.813955,4,3.979493,4,4,4,3.990856
355,3.901677,3.963656,3.943526,4,4,4,3.954818,4
355.5,4,3.947832,4,4,4,4,4,3.979891
356,4,3.98,4,4,4,3.928076,4,4
356.5,3.97132,3.980094,4,3.980146,4,3.971329,3.960123,4
357,3.951506,4,4,3.980146,3.964113,4,3.980123,3.964141
357.5,4,4,4,4,4,3.924315,3.948223,3.944329
358,4,4,4,4,4,3.921046,3.964253,3.991571
358.5,3.936893,3.928053,3.980284,3.944502,3.919712,4,4,3.980242
359,3.935662,4,3.923075,4,3.980227,4,4,3.980177
359.5,4,4,3.923075,4,3.865942,4,4,4
360,3.95275,3.98011,4,4,3.836124,4,4,4
360.5,4,4,3.963909,3.95521,3.991324,4,4,4
361,4,3.9622,4,4,3.932362,4,4,4
361.5,3.990941,4,4,3.88475,4,3.979738,3.970785,4
362,4,4,4,3.979448,3.881948,3.990897,4,4
362.5,4,3.942371,4,3.979255,3.990466,4,3.939885,4
363,4,3.969177,3.970159,4,4,3.856564,3.96942,3.969976
363.5,3.968732,4,4,3.845374,4,4,4,3.969976
364,4,4,3.956301,3.86669,4,3.989693,4,4
364.5,4,3.950505,4,3.977848,4,3.978099,3.969167,4
365,3.935337,4,3.904083,3.967804,4,3.951653,3.897764,3.941958
365.5,3.918308,3.956899,3.963634,3.915692,3.88375,3.940757,3.94176,3.984257
366,3.823334,4,3.957595,3.879999,3.941621,3.996185,3.941795,3.984566
366.5,3.959729,4,3.963011,3.948703,3.985564,3.954446,4,4
367,3.9948,3.939723,3.872308,3.950142,3.945893,3.85881,4,3.98584
367.5,4,3.929451,3.912705,3.932432,3.936675,3.972755,3.998066,4
368,3.965288,3.994889,3.927059,3.978056,3.920825,4,3.895166,3.892381
368.5,3.91538,3.97865,4,3.879018,3.944038,3.959754,4,4
369,3.987988,4,4,3.955817,3.922395,4,4,4
369.5,3.851946,3.888649,3.889122,4,3.941209,3.912266,3.854316,3.962057
370,4,4,4,4,3.97378,3.860252,3.91419,3.968252
370.5,3.895124,3.897809,3.98047,4,3.929073,3.957622,4,4
371,3.732145,3.981594,3.941114,3.968354,3.947649,3.982097,4,3.981424
371.5,4,3.940292,3.991192,3.991062,3.792398,3.94307,3.939188,3.975102
372,3.970075,3.960019,3.905344,3.961859,3.899581,4,3.952597,4
372.5,4,3.965144,3.992253,4,3.86764,3.983816,3.970665,3.896195
373,3.976985,4,3.979486,3.984649,3.970917,4,3.899546,3.966094
373.5,3.993611,3.951302,3.953755,3.984649,3.904331,3.978453,3.966377,3.931278
374,4,4,3.988722,3.994472,3.972939,4,3.963964,4
374.5,3.995321,3.944815,4,4,3.986056,4,4,3.878582
375,3.959441,3.979459,3.95028,3.891456,3.947835,3.84439,3.97401,3.979492
375.5,3.943954,3.952296,3.948906,3.987292,4,4,3.97401,3.965385
376,3.985042,4,3.874476,3.891281,3.988106,3.848947,4,3.997321
376.5,3.959283,4,4,3.908814,3.871755,3.793018,4,3.97652
377,3.958431,3.940739,3.951893,3.985381,3.924645,3.980754,4,4
377.5,3.972971,4,3.983289,3.989961,3.872966,3.942486,3.976296,3.948801
378,4,4,3.833465,3.881691,3.999467,4,3.94962,3.983263
378.5,4,3.850066,3.946562,3.750695,3.98297,3.911907,3.969571,4
379,3.968952,3.883135,3.978811,3.868344,3.861739,3.969177,3.776111,3.862283
