Wavelength,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%,0%H,10%H,20%H,30%H,40%H,50%H,60%H,70%H,80%H,90%H,100%H,0%V,10%V,20%V,30%V,40%V,50%V,60%V,70%V,80%V,90%V,100%V,V_baseline,H_baseline
300.0,,,,,,,,,,,,-0.04138900000000012,-0.01128499999999999,0.0,0.0,0.0,0.0,-0.049026000000000014,0.0,-0.40596299999999985,0.0,0.0,0.0,-0.021206999999999976,-0.06771299999999991,0.0,-0.021138999999999797,-0.04392599999999991,-0.10540599999999989,0.0,-0.5525899999999999,0.0,-2.305101,4.0,4.0
300.5,,,,,,,,,,,,0.0,0.0,0.0,-0.025412000000000212,-0.04734399999999983,0.0,-0.0424739999999999,-0.06490799999999997,-0.34453699999999987,-0.29236700000000004,-0.925926,0.004976699999999834,0.004977699999999974,0.01566769999999984,0.005060700000000029,-0.03690030000000011,-0.04538829999999994,0.026298699999999897,-0.015148299999999892,-0.4378883,-0.04038530000000007,-0.6725283000000002,3.9737013,4.0
301.0,,,,,,,,,,,,-0.02560533300000012,0.007132667000000037,0.007132667000000037,-0.0256433330000001,-0.022287332999999965,-0.02887533299999978,-0.06096133299999984,-0.08069033300000017,-0.557096333,-0.5729693330000001,-0.39145333299999985,-0.035350299999999724,0.005585700000000138,0.005585700000000138,0.005585700000000138,-0.05940729999999972,-0.21098930000000005,-0.0510972999999999,-0.16877629999999977,-0.3235902999999998,-0.3895963,-0.6108992999999998,3.9944143,3.992867333
301.5,,,,,,,,,,,,0.010985666999999921,0.010985666999999921,0.010985666999999921,-0.00018933300000023578,0.010985666999999921,-0.04206133299999992,-0.0823553330000002,-0.046280332999999896,-0.5059243330000003,-0.23387333300000002,-1.623345333,-0.010397699999999954,-0.047002700000000175,0.019243299999999852,-0.019747700000000368,-0.02733169999999996,-0.03181970000000023,0.019243299999999852,-0.10202170000000033,-0.33254470000000014,-0.11859970000000031,-2.0118017000000004,3.9807567,3.989014333
302.0,,,,,,,,,,,,-0.01454333299999977,0.007215667000000092,0.007215667000000092,0.007215667000000092,0.007215667000000092,0.0014346670000002781,-0.01463533299999975,-0.07538933299999995,-0.27747233299999996,-0.2189813329999999,-0.3507163329999998,-0.00579099999999988,0.0,0.0,-0.005802000000000085,-0.036202999999999985,-0.06027799999999983,-0.021824000000000066,-0.139173,-0.4058069999999998,-0.2834979999999998,-0.3438469999999998,4.0,3.992784333
302.5,,,,,,,,,,,,-0.020206332999999965,-0.0019123329999999328,0.003986666999999944,-0.01795233300000021,0.003986666999999944,0.003986666999999944,-0.0178643329999999,-0.06148833300000023,-0.514910333,-0.3719263330000002,-0.6571423329999999,0.03372030000000015,0.03372030000000015,0.03372030000000015,0.03372030000000015,0.03372030000000015,-0.07618469999999977,0.007632300000000036,0.03372030000000015,-0.4655176999999999,0.03372030000000015,-0.6284316999999997,3.9662797,3.996013333
303.0,,,,,,,,,,,,-0.03430599999999995,-0.012287999999999855,0.0,-0.017526000000000153,0.0,-0.10958099999999993,-0.05998800000000015,-0.05189300000000019,-0.34624200000000016,-0.5398580000000002,-0.6760259999999998,0.03569500000000003,0.009304000000000201,-0.040475999999999956,0.03569500000000003,-0.01469699999999996,-0.057936999999999905,0.023515000000000175,0.029438999999999993,-0.5426310000000001,0.03569500000000003,-1.0870829999999998,3.964305,4.0
303.5,,,,,,,,,,,,0.0,0.0,0.0,-0.026402000000000037,-0.05766699999999991,-0.0639479999999999,-0.10002900000000015,-0.0528249999999999,-0.3424619999999998,-0.7075809999999998,-1.058882,-0.0029889999999999084,0.0032970000000003274,0.009593000000000185,0.009593000000000185,-0.025328000000000017,-0.09515099999999999,-0.05685199999999968,-0.041908999999999974,-0.4036749999999998,-0.30757699999999977,-1.8317299999999999,3.990407,4.0
304.0,,,,,,,,,,,,0.008132332999999825,0.0014863329999998953,-0.03954766700000034,-0.036050667000000036,-0.04438666700000038,0.008132332999999825,-0.009683667000000007,-0.09241866700000001,-0.48699066700000015,-0.2667136670000003,-0.6657826670000002,0.012668300000000077,0.01866430000000019,0.02525030000000017,-0.08051169999999974,-0.05957670000000004,-0.08434469999999994,-0.00793469999999985,0.02525030000000017,-0.46054569999999995,-0.15453769999999967,-1.0546807,3.9747497,3.991867667
304.5,,,,,,,,,,,,-0.01276400000000022,-0.00664599999999993,-0.02267600000000014,0.0,0.0,-0.012906000000000084,-0.02484099999999989,-0.05236799999999997,-0.29691,-0.2823880000000001,-1.3754300000000002,-0.012890000000000068,-0.08725100000000019,-0.01276900000000003,-0.026813999999999893,-0.012720999999999982,-0.09041200000000016,-0.08603300000000003,0.0,-0.256637,0.0,0.0,4.0,4.0
305.0,,,,,,,,,,,,-0.012998000000000065,-0.05374800000000013,0.0,-0.013040999999999858,0.0,0.0,-0.11215099999999989,-0.0313690000000002,-0.4963790000000001,0.0,-2.209933,-0.024955999999999978,0.018171999999999855,0.018171999999999855,0.011229999999999851,-0.0160370000000003,-0.004773000000000138,-0.012793999999999972,-0.060967000000000215,-0.24953899999999996,-0.07780200000000015,-1.7002220000000001,3.981828,4.0
305.5,,,,,,,,,,,,0.0,0.0,-0.03143399999999996,-0.06267099999999992,-0.021910999999999792,-0.043333000000000066,-0.05895399999999995,-0.02565099999999987,-0.54834,0.0,-2.5004850000000003,-0.013230000000000075,0.0,-0.013069999999999915,0.0,-0.03794699999999995,-0.10798400000000008,-0.13882400000000006,-0.12395099999999992,-0.405786,-0.2858909999999999,-2.591395,4.0,4.0
306.0,,,,,,,,,,,,-0.028020000000000156,-0.02190000000000003,-0.005856999999999779,-0.014715999999999951,0.0,-0.033884000000000025,0.0,-0.1113719999999998,-0.5334889999999999,0.0,-0.7272729999999998,-0.03190999999999988,0.05058700000000016,-0.12738899999999997,0.05058700000000016,0.012640000000000207,0.05058700000000016,-0.01653099999999963,-0.0707589999999998,-0.4481889999999997,-0.29526399999999997,-1.317993,3.949413,4.0
