Wavelength,Test 1,Test 2,Test 3,Average
763.5000000,0.5832920,0.5873400,0.5874900,0.5860407
764.0000000,0.5831010,0.5874280,0.5875700,0.5860330
764.5000000,0.5823180,0.5871920,0.5873320,0.5856140
765.0000000,0.5820360,0.5869830,0.5870760,0.5853650
765.5000000,0.5827130,0.5871320,0.5872520,0.5856990
766.0000000,0.5831390,0.5871530,0.5872660,0.5858527
766.5000000,0.5825900,0.5869060,0.5869820,0.5854927
767.0000000,0.5817080,0.5866710,0.5868380,0.5850723
767.5000000,0.5816030,0.5866470,0.5867980,0.5850160
768.0000000,0.5820210,0.5864540,0.5866040,0.5850263
768.5000000,0.5822960,0.5863170,0.5864780,0.5850303
769.0000000,0.5820600,0.5864300,0.5866430,0.5850443
769.5000000,0.5814610,0.5864250,0.5865750,0.5848203
770.0000000,0.5810360,0.5861030,0.5862580,0.5844657
770.5000000,0.5814980,0.5858730,0.5860900,0.5844870
771.0000000,0.5821310,0.5861390,0.5863290,0.5848663
771.5000000,0.5818800,0.5860960,0.5862780,0.5847513
772.0000000,0.5809190,0.5859150,0.5860710,0.5843017
772.5000000,0.5806440,0.5857710,0.5858990,0.5841047
773.0000000,0.5812170,0.5858260,0.5859350,0.5843260
773.5000000,0.5816430,0.5856650,0.5857620,0.5843567
774.0000000,0.5812190,0.5855370,0.5857080,0.5841547
774.5000000,0.5806340,0.5855690,0.5857140,0.5839723
775.0000000,0.5802760,0.5854940,0.5856540,0.5838080
775.5000000,0.5805400,0.5851720,0.5853230,0.5836783
776.0000000,0.5810280,0.5851330,0.5853740,0.5838450
776.5000000,0.5811120,0.5853390,0.5854800,0.5839770
777.0000000,0.5803460,0.5852580,0.5854200,0.5836747
777.5000000,0.5796370,0.5849350,0.5850940,0.5832220
778.0000000,0.5799420,0.5847540,0.5849580,0.5832180
778.5000000,0.5807060,0.5849870,0.5851770,0.5836233
779.0000000,0.5807300,0.5848820,0.5850200,0.5835440
779.5000000,0.5799260,0.5847120,0.5848570,0.5831650
780.0000000,0.5793340,0.5845620,0.5847780,0.5828913
780.5000000,0.5794430,0.5845940,0.5848080,0.5829483
781.0000000,0.5798290,0.5843060,0.5845300,0.5828883
781.5000000,0.5800810,0.5842460,0.5844210,0.5829160
782.0000000,0.5798430,0.5843730,0.5845710,0.5829290
782.5000000,0.5791880,0.5843420,0.5845390,0.5826897
783.0000000,0.5787000,0.5840230,0.5842640,0.5823290
783.5000000,0.5790670,0.5837330,0.5840550,0.5822850
784.0000000,0.5797870,0.5840000,0.5842260,0.5826710
784.5000000,0.5796580,0.5838920,0.5841330,0.5825610
785.0000000,0.5786720,0.5836630,0.5839590,0.5820980
785.5000000,0.5780720,0.5833900,0.5836500,0.5817040
786.0000000,0.5783940,0.5834520,0.5837110,0.5818523
786.5000000,0.5788860,0.5833320,0.5834810,0.5818997
787.0000000,0.5788000,0.5831420,0.5832880,0.5817433
787.5000000,0.5781240,0.5831410,0.5832610,0.5815087
788.0000000,0.5775740,0.5830630,0.5831880,0.5812750
788.5000000,0.5773760,0.5827290,0.5828450,0.5809833
789.0000000,0.5777280,0.5822320,0.5824380,0.5807993
789.5000000,0.5781060,0.5824500,0.5826530,0.5810697
790.0000000,0.5776990,0.5824890,0.5826340,0.5809407
790.5000000,0.5766660,0.5822020,0.5823580,0.5804087
791.0000000,0.5762780,0.5817430,0.5818600,0.5799603
791.5000000,0.5768990,0.5817610,0.5818620,0.5801740
792.0000000,0.5772740,0.5816700,0.5817410,0.5802283
792.5000000,0.5765290,0.5813120,0.5814690,0.5797700
793.0000000,0.5754870,0.5810690,0.5811630,0.5792397
793.5000000,0.5751370,0.5809020,0.5810240,0.5790210
794.0000000,0.5753680,0.5805880,0.5806500,0.5788687
794.5000000,0.5755850,0.5800500,0.5802090,0.5786147
795.0000000,0.5754110,0.5800740,0.5801950,0.5785600
795.5000000,0.5746620,0.5799370,0.5800810,0.5782267
796.0000000,0.5736820,0.5796370,0.5797620,0.5776937
796.5000000,0.5734000,0.5789190,0.5790430,0.5771207
797.0000000,0.5738610,0.5786560,0.5788270,0.5771147
797.5000000,0.5741720,0.5786680,0.5788350,0.5772250
798.0000000,0.5734000,0.5783040,0.5784700,0.5767247
798.5000000,0.5720550,0.5778490,0.5779930,0.5759657
799.0000000,0.5715330,0.5773380,0.5774770,0.5754493
799.5000000,0.5717010,0.5771450,0.5773170,0.5753877
800.0000000,0.5718080,0.5764890,0.5766200,0.5749723
800.5000000,0.5712260,0.5759830,0.5761700,0.5744597
801.0000000,0.5702990,0.5757600,0.5758810,0.5739800
801.5000000,0.5693980,0.5754160,0.5755670,0.5734603
802.0000000,0.5687830,0.5748410,0.5748930,0.5728390
802.5000000,0.5688040,0.5739620,0.5740720,0.5722793
803.0000000,0.5689700,0.5737420,0.5738580,0.5721900
803.5000000,0.5684550,0.5734120,0.5734940,0.5717870
804.0000000,0.5670380,0.5728670,0.5730300,0.5709783
804.5000000,0.5658620,0.5720810,0.5722130,0.5700520
805.0000000,0.5656120,0.5713210,0.5714640,0.5694657
805.5000000,0.5658320,0.5710160,0.5711940,0.5693473
806.0000000,0.5655150,0.5703010,0.5704490,0.5687550
806.5000000,0.5642920,0.5695650,0.5697330,0.5678633
807.0000000,0.5628470,0.5688940,0.5690060,0.5669157
807.5000000,0.5619860,0.5682180,0.5683470,0.5661837
808.0000000,0.5615290,0.5673780,0.5675060,0.5654710
808.5000000,0.5612290,0.5662110,0.5663490,0.5645963
809.0000000,0.5605840,0.5655850,0.5657560,0.5639750
809.5000000,0.5592210,0.5648980,0.5650030,0.5630407
810.0000000,0.5575740,0.5641140,0.5642000,0.5619627
810.5000000,0.5564890,0.5627840,0.5628810,0.5607180
811.0000000,0.5562870,0.5617170,0.5619110,0.5599717
811.5000000,0.5560310,0.5610740,0.5612550,0.5594533
812.0000000,0.5548460,0.5600640,0.5602250,0.5583783
812.5000000,0.5528760,0.5590490,0.5591630,0.5570293
813.0000000,0.5513250,0.5577320,0.5578390,0.5556320
813.5000000,0.5506340,0.5568370,0.5569650,0.5548120
814.0000000,0.5501640,0.5556560,0.5557300,0.5538500
814.5000000,0.5491280,0.5542530,0.5543590,0.5525800
815.0000000,0.5475260,0.5532060,0.5532980,0.5513433
815.5000000,0.5456920,0.5520420,0.5521440,0.5499593
816.0000000,0.5440520,0.5508040,0.5508640,0.5485733
816.5000000,0.5430450,0.5489670,0.5489790,0.5469970
817.0000000,0.5424670,0.5476690,0.5477590,0.5459650
817.5000000,0.5414220,0.5466750,0.5467770,0.5449580
818.0000000,0.5393490,0.5453520,0.5454710,0.5433907
818.5000000,0.5370340,0.5438060,0.5438920,0.5415773
819.0000000,0.5355650,0.5419500,0.5420690,0.5398613
819.5000000,0.5346990,0.5405980,0.5407190,0.5386720
820.0000000,0.5337050,0.5390060,0.5390750,0.5372620
820.5000000,0.5318220,0.5373200,0.5374170,0.5355197
821.0000000,0.5294850,0.5357440,0.5358110,0.5336800
821.5000000,0.5274550,0.5341540,0.5342490,0.5319527
822.0000000,0.5258400,0.5326110,0.5327460,0.5303990
822.5000000,0.5247070,0.5305300,0.5306810,0.5286393
823.0000000,0.5234450,0.5287470,0.5289090,0.5270337
823.5000000,0.5217350,0.5273140,0.5274460,0.5254983
824.0000000,0.5193940,0.5257100,0.5257870,0.5236303
824.5000000,0.5169710,0.5240040,0.5240460,0.5216737
825.0000000,0.5151360,0.5217090,0.5217000,0.5195150
825.5000000,0.5139250,0.5197580,0.5198020,0.5178283
826.0000000,0.5126610,0.5181020,0.5181420,0.5163017
826.5000000,0.5106170,0.5161120,0.5161880,0.5143057
827.0000000,0.5077860,0.5141760,0.5142560,0.5120727
827.5000000,0.5051150,0.5118530,0.5119400,0.5096360
828.0000000,0.5031870,0.5098060,0.5098950,0.5076293
828.5000000,0.5016860,0.5076750,0.5077390,0.5057000
829.0000000,0.4999730,0.5053070,0.5053630,0.5035477
829.5000000,0.4977420,0.5034610,0.5034930,0.5015653
830.0000000,0.4951360,0.5014830,0.5015060,0.4993750
830.5000000,0.4924060,0.4994300,0.4994940,0.4971100
831.0000000,0.4900660,0.4969470,0.4969300,0.4946477
831.5000000,0.4882890,0.4940760,0.4940890,0.4921513
832.0000000,0.4866290,0.4919060,0.4920150,0.4901833
832.5000000,0.4843350,0.4898100,0.4898030,0.4879827
833.0000000,0.4812060,0.4876510,0.4876630,0.4855067
833.5000000,0.4780990,0.4850790,0.4850440,0.4827407
834.0000000,0.4757760,0.4822760,0.4822600,0.4801040
834.5000000,0.4740380,0.4799470,0.4799920,0.4779923
835.0000000,0.4719850,0.4772580,0.4772610,0.4755013
835.5000000,0.4690770,0.4746720,0.4746840,0.4728110
836.0000000,0.4656310,0.4719790,0.4720350,0.4698817
836.5000000,0.4626010,0.4693180,0.4694500,0.4671230
837.0000000,0.4601270,0.4667670,0.4668960,0.4645967
837.5000000,0.4579170,0.4635810,0.4636720,0.4617233
838.0000000,0.4556150,0.4608470,0.4609060,0.4591227
838.5000000,0.4528350,0.4584090,0.4584380,0.4565607
839.0000000,0.4494950,0.4559530,0.4559900,0.4538127
839.5000000,0.4463180,0.4533170,0.4533000,0.4509783
840.0000000,0.4438090,0.4501150,0.4500730,0.4479990
840.5000000,0.4418940,0.4474770,0.4474880,0.4456197
841.0000000,0.4398200,0.4449160,0.4449050,0.4432137
841.5000000,0.4369580,0.4422170,0.4421940,0.4404563
842.0000000,0.4334550,0.4396250,0.4395830,0.4375543
842.5000000,0.4302110,0.4367060,0.4366460,0.4345210
843.0000000,0.4275200,0.4339470,0.4339600,0.4318090
843.5000000,0.4251780,0.4309430,0.4309360,0.4290190
844.0000000,0.4227490,0.4276610,0.4276410,0.4260170
844.5000000,0.4199150,0.4250190,0.4249800,0.4233047
845.0000000,0.4167570,0.4224540,0.4223560,0.4205223
845.5000000,0.4134280,0.4198860,0.4198790,0.4177310
846.0000000,0.4105250,0.4170970,0.4170070,0.4148763
846.5000000,0.4081450,0.4136200,0.4135170,0.4117607
847.0000000,0.4060380,0.4108030,0.4107660,0.4092023
847.5000000,0.4037370,0.4082390,0.4081980,0.4067247
848.0000000,0.4006010,0.4056510,0.4056480,0.4039667
848.5000000,0.3970500,0.4030120,0.4030240,0.4010287
849.0000000,0.3938120,0.3998300,0.3997310,0.3977910
849.5000000,0.3911990,0.3968280,0.3967680,0.3949317
850.0000000,0.3890100,0.3940530,0.3939310,0.3923313
850.5000000,0.3865320,0.3909800,0.3908840,0.3894653
851.0000000,0.3834860,0.3883460,0.3882240,0.3866853
851.5000000,0.3801990,0.3856430,0.3855150,0.3837857
852.0000000,0.3769680,0.3829680,0.3828960,0.3809440
852.5000000,0.3741530,0.3802000,0.3801180,0.3781570
853.0000000,0.3716610,0.3766770,0.3766180,0.3749853
853.5000000,0.3692320,0.3734460,0.3734410,0.3720397
854.0000000,0.3664960,0.3707340,0.3706740,0.3693013
854.5000000,0.3630090,0.3679920,0.3679080,0.3663030
855.0000000,0.3595930,0.3654530,0.3653260,0.3634573
855.5000000,0.3565530,0.3620960,0.3618980,0.3601823
856.0000000,0.3540090,0.3587780,0.3586710,0.3571527
856.5000000,0.3518270,0.3559580,0.3558880,0.3545577
857.0000000,0.3490520,0.3529770,0.3528870,0.3516387
857.5000000,0.3456340,0.3503070,0.3501750,0.3487053
858.0000000,0.3421890,0.3474390,0.3472060,0.3456113
858.5000000,0.3391050,0.3445080,0.3443390,0.3426507
859.0000000,0.3366090,0.3417520,0.3415710,0.3399773
859.5000000,0.3342420,0.3383960,0.3382470,0.3369617
860.0000000,0.3316690,0.3353970,0.3352650,0.3341103
860.5000000,0.3288190,0.3327830,0.3326510,0.3314177
861.0000000,0.3256630,0.3303070,0.3301960,0.3287220
861.5000000,0.3225040,0.3277550,0.3276140,0.3259577
862.0000000,0.3195640,0.3243280,0.3240870,0.3226597
862.5000000,0.3170820,0.3209480,0.3207870,0.3196057
863.0000000,0.3148560,0.3183270,0.3181860,0.3171230
863.5000000,0.3121550,0.3156860,0.3155680,0.3144697
864.0000000,0.3088620,0.3132390,0.3130990,0.3117333
864.5000000,0.3055750,0.3103440,0.3101770,0.3086987
865.0000000,0.3027280,0.3073690,0.3071940,0.3057637
865.5000000,0.3004600,0.3046560,0.3044100,0.3031753
866.0000000,0.2983370,0.3017100,0.3014570,0.3005013
866.5000000,0.2959360,0.2990670,0.2989110,0.2979713
867.0000000,0.2932280,0.2968160,0.2966650,0.2955697
867.5000000,0.2902980,0.2944390,0.2942420,0.2929930
868.0000000,0.2873980,0.2920350,0.2918130,0.2904153
868.5000000,0.2848480,0.2890460,0.2887360,0.2875433
869.0000000,0.2826170,0.2858120,0.2855800,0.2846697
869.5000000,0.2805380,0.2833170,0.2831420,0.2823323
870.0000000,0.2781870,0.2810610,0.2808880,0.2800453
870.5000000,0.2753950,0.2789570,0.2787920,0.2777147
871.0000000,0.2724740,0.2766880,0.2764500,0.2752040
871.5000000,0.2697240,0.2738250,0.2735890,0.2723793
872.0000000,0.2674510,0.2710550,0.2708930,0.2697997
872.5000000,0.2655300,0.2684750,0.2682880,0.2674310
873.0000000,0.2633460,0.2658720,0.2657230,0.2649803
873.5000000,0.2609230,0.2637800,0.2636610,0.2627880
874.0000000,0.2582470,0.2616690,0.2615420,0.2604860
874.5000000,0.2555710,0.2593930,0.2593140,0.2580927
875.0000000,0.2531280,0.2569750,0.2568040,0.2556357
875.5000000,0.2510480,0.2540300,0.2538790,0.2529857
876.0000000,0.2490140,0.2512530,0.2510920,0.2504530
876.5000000,0.2469050,0.2491140,0.2489480,0.2483223
877.0000000,0.2444450,0.2471340,0.2469420,0.2461737
877.5000000,0.2417380,0.2451300,0.2449220,0.2439300
878.0000000,0.2391170,0.2427110,0.2424220,0.2414167
878.5000000,0.2367560,0.2397980,0.2394970,0.2386837
879.0000000,0.2348700,0.2373060,0.2370440,0.2364067
879.5000000,0.2329990,0.2350530,0.2348110,0.2342877
880.0000000,0.2308260,0.2330260,0.2328020,0.2322180
880.5000000,0.2281640,0.2310720,0.2308020,0.2300127
881.0000000,0.2255100,0.2289290,0.2286170,0.2276853
881.5000000,0.2232640,0.2266230,0.2263040,0.2253970
882.0000000,0.2214000,0.2240140,0.2237020,0.2230387
882.5000000,0.2196940,0.2213940,0.2211660,0.2207513
883.0000000,0.2177990,0.2193050,0.2191400,0.2187480
883.5000000,0.2155850,0.2176630,0.2174270,0.2168917
884.0000000,0.2132250,0.2159690,0.2157080,0.2149673
884.5000000,0.2110300,0.2140040,0.2137130,0.2129157
885.0000000,0.2089710,0.2116420,0.2113120,0.2106417
885.5000000,0.2071750,0.2091540,0.2088350,0.2083880
886.0000000,0.2055310,0.2070030,0.2068000,0.2064447
886.5000000,0.2038730,0.2053070,0.2052050,0.2047950
887.0000000,0.2017850,0.2037710,0.2035960,0.2030507
887.5000000,0.1994600,0.2020240,0.2018460,0.2011100
888.0000000,0.1971920,0.2000990,0.1998910,0.1990607
888.5000000,0.1953910,0.1978330,0.1975730,0.1969323
889.0000000,0.1939610,0.1956560,0.1954210,0.1950127
889.5000000,0.1926260,0.1937980,0.1935680,0.1933307
890.0000000,0.1909600,0.1921330,0.1919070,0.1916667
890.5000000,0.1889510,0.1907340,0.1905060,0.1900637
891.0000000,0.1867830,0.1891950,0.1889360,0.1883047
891.5000000,0.1848970,0.1872410,0.1869930,0.1863770
892.0000000,0.1831960,0.1851860,0.1849490,0.1844437
892.5000000,0.1818170,0.1831650,0.1829060,0.1826293
893.0000000,0.1804160,0.1813160,0.1810630,0.1809317
893.5000000,0.1787280,0.1798530,0.1796330,0.1794047
894.0000000,0.1769850,0.1785210,0.1782980,0.1779347
894.5000000,0.1751140,0.1770180,0.1767620,0.1762980
895.0000000,0.1732830,0.1755570,0.1753130,0.1747177
895.5000000,0.1717370,0.1737970,0.1734570,0.1729970
896.0000000,0.1703410,0.1716610,0.1713290,0.1711103
896.5000000,0.1690780,0.1699100,0.1696320,0.1695400
897.0000000,0.1678080,0.1684550,0.1681650,0.1681427
897.5000000,0.1660730,0.1671060,0.1669030,0.1666940
898.0000000,0.1641270,0.1660240,0.1658970,0.1653493
898.5000000,0.1622960,0.1642220,0.1640010,0.1635063
899.0000000,0.1607230,0.1620890,0.1618600,0.1615573
899.5000000,0.1594680,0.1603550,0.1601530,0.1599920
900.0000000,0.1586660,0.1590620,0.1588200,0.1588493
