Wavelength,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
300,4,4,4,4,4,3.9948,4,3.932557,4,3.912682,3.685438
300.5,4,4,3.956112,4,4,3.973572,4,4,4,3.962089,3.321789
301,4,4,3.988573,3.994578,4,4,4,3.988449,4,3.952389,2.586838
301.5,3.994519,4,3.961543,4,3.9884,3.974307,4,3.988388,3.981444,3.969851,3.110482
302,4,3.95641,3.938615,3.96366,3.982845,4,4,3.974,4,3.878027,3.315344
302.5,4,3.96437,3.964387,3.960673,4,4,4,3.965972,4,3.950205,3.190402
303,4,4,4,4,4,4,4,4,4,3.98055,2.863712
303.5,4,4,4,4,4,4,4,4,4,3.900242,2.665594
304,4,3.977504,4,3.960777,3.973193,4,4,4,3.992884,3.992944,2.989257
304.5,3.957106,4,3.993184,4,3.942478,4,4,4,4,3.927984,3.647169
305,4,3.987027,3.993184,4,3.969182,4,4,4,3.999495,3.978727,2.730868
305.5,3.987158,4,3.992942,4,4,3.966794,4,4,3.999495,3.79175,2.764582
306,4,4,4,3.9242,3.957968,4,4,4,4,3.748044,3.772666
306.5,3.947647,3.914409,4,3.838921,3.985373,4,3.94761,3.97206,3.892142,3.789041,3.375961
307,3.956486,3.780764,4,3.985393,3.902537,3.966638,4,3.96352,4,3.962286,3.714622
307.5,4,3.985418,3.985384,4,3.958021,4,3.950694,3.978158,4,3.944122,3.450245
308,3.966929,4,3.919868,3.985473,3.957931,3.801217,3.97248,4,4,3.62901,2.945231
308.5,3.985532,3.978274,3.956549,4,3.940522,3.985474,4,3.962255,4,3.884206,3.016135
309,3.957772,3.956541,3.988582,3.927613,3.95237,3.97222,3.936459,3.978266,4,3.894194,3.151965
309.5,3.994336,4,4,3.947791,4,4,4,3.978266,3.984718,3.780078,3.450444
310,3.96232,4,3.985533,4,4,3.936574,3.958159,3.895873,4,3.85308,3.485517
310.5,4,3.985556,3.92332,4,3.99438,3.958274,3.979921,4,3.977607,3.81052,3.334929
311,4,4,3.899025,3.985582,4,4,4,3.988822,3.977607,3.839499,3.078619
311.5,3.972357,3.985579,3.907921,3.972315,4,4,4,3.870167,3.956366,3.949401,3.167894
312,4,4,3.836963,4,4,3.99445,3.858471,3.967065,4,3.770437,3.084767
312.5,4,4,3.985658,3.956797,3.954489,3.97235,3.97841,4,4,3.683672,3.079215
313,4,3.978374,4,3.949581,4,3.98559,3.978424,4,4,3.96018,3.423392
313.5,4,3.914813,3.97839,3.985591,3.926274,4,4,3.985555,3.993609,3.993741,3.336817
314,3.99437,4,3.956766,3.962352,3.936541,3.958211,4,3.956664,4,3.755113,2.858997
314.5,3.97829,4,3.962269,3.957655,3.972231,3.978274,4,3.972136,4,3.894221,2.971072
315,4,3.988392,3.994229,3.972164,4,3.962176,3.943506,3.934356,4,3.746027,3.025012
315.5,4,3.966822,3.826494,3.978171,3.978116,4,3.978173,3.951567,4,3.855402,3.542084
316,4,4,3.962088,4,3.978116,4,3.98526,4,3.946819,3.870405,3.73944
316.5,4,3.971841,3.802183,3.910946,4,4,3.993945,3.993948,4,3.762088,3.700275
317,4,3.87812,3.942845,3.925667,4,3.978997,3.96648,4,4,3.725513,3.023799
317.5,4,3.951398,4,3.943331,4,3.953816,3.923031,3.957619,4,3.751646,3.086036
318,4,3.94409,3.966168,4,3.966307,4,3.978534,3.862189,4,3.868512,3.013567
318.5,3.912696,3.937432,3.875048,4,4,4,3.96147,3.95611,3.969177,3.826809,3.104457
319,3.934967,3.993342,3.934263,3.993211,4,4,3.9845,4,4,3.854186,3.26718
319.5,4,4,3.929854,3.866088,3.993115,4,4,4,3.964965,3.87589,3.170153
320,4,3.976828,3.984188,3.970921,3.969751,4,4,4,4,3.944625,3.086904
320.5,4,3.970621,4,3.976725,4,4,3.860602,3.949226,4,3.76566,2.653477
321,4,3.891093,3.901426,3.992483,4,4,3.992584,3.968877,4,3.905657,3.02262
321.5,4,4,3.98339,4,4,3.941059,4,4,4,3.861039,3.68986
322,3.892517,3.975937,4,4,3.944063,3.802347,3.983135,4,4,3.892906,3.732933
322.5,3.964548,4,3.89176,3.991656,3.991805,4,4,3.964374,4,3.910624,3.159444
323,4,4,4,3.950064,4,3.99161,4,4,4,3.861223,2.687763
323.5,4,4,3.947818,3.975268,4,4,3.92565,4,4,3.796763,2.528721
324,4,3.968788,4,3.946366,3.94137,4,4,3.951156,4,3.801175,3.481729
324.5,3.927379,3.950845,3.944062,3.880253,3.923324,3.88802,4,4,3.981079,3.945495,2.222438
325,3.990422,4,4,4,4,4,4,4,3.973738,4,3.231879
325.5,4,3.771783,3.955574,4,3.962838,4,4,3.962773,4,3.97358,3.000884
326,4,3.9739,3.980972,3.902961,4,3.990009,4,4,3.98044,3.387503,3.096207
326.5,4,3.766573,3.784176,3.973665,4,4,4,3.953417,4,3.903935,2.706458
327,3.980511,3.940005,3.938944,4,4,4,4,3.980317,3.94105,3.92776,3.268927
327.5,3.989078,4,3.918264,3.966761,4,3.947087,3.972826,3.927551,4,3.64845,2.815704
328,3.837433,3.961184,3.945386,3.968558,3.99992,3.999934,4,4,4,3.624729,3.049802
328.5,3.889167,3.952186,4,4,3.979533,3.955831,3.955828,4,4,3.936401,3.051977
329,3.956107,4,3.979162,3.966778,4,3.944336,3.877126,4,4,3.806748,3.138982
329.5,4,3.987673,4,3.929113,3.909212,3.986833,3.971703,3.960277,4,3.859087,3.6303
330,3.965398,4,3.998739,3.944137,3.977594,4,3.93001,4,4,3.652697,2.955378
330.5,4,4,3.99842,3.997098,3.997163,3.940521,4,3.998501,3.964244,3.683628,2.999368
331,4,4,4,3.925344,4,3.932859,3.986939,4,4,3.882506,3.484018
331.5,3.848634,4,4,3.954612,4,3.954508,3.964297,3.934191,4,3.869075,3.336149
332,3.977442,3.986179,3.974632,3.97704,3.939825,3.997287,4,3.997556,3.963143,3.719467,3.662246
332.5,4,3.976826,3.970712,3.940598,3.969867,3.976845,3.977053,4,4,3.729467,3.572691
333,3.969425,4,3.953299,3.939831,3.953011,4,4,3.90365,4,3.869263,2.469465
333.5,4,4,3.953094,3.996323,4,4,3.962857,4,4,3.802952,2.341238
334,3.97591,3.968678,4,3.962608,3.929272,3.938204,4,4,4,3.963641,3.143014
334.5,3.905008,4,4,3.968228,3.937619,3.96233,4,3.971056,3.961505,3.974772,3.841425
335,4,3.963164,3.946045,3.975319,3.975117,3.995452,3.932057,3.96797,3.994573,3.63246,2.942107
335.5,4,3.96283,3.841061,3.984978,3.995182,3.970144,3.983872,4,3.960963,3.871864,2.80424
336,4,3.95792,4,3.936914,3.983326,3.936172,4,3.994565,4,3.906998,2.783195
336.5,3.906314,3.934978,3.955818,3.946604,3.788143,4,4,3.87638,4,3.572946,3.039936
337,3.933345,3.99401,4,3.929345,3.940585,3.94259,4,3.988125,3.812213,3.681779,3.388884
337.5,4,4,4,3.97355,4,4,3.966364,3.955494,3.949386,3.874574,3.789637
338,3.98204,4,3.993383,3.993337,3.876959,3.959611,4,3.965882,3.972404,3.662194,2.971781
338.5,3.97253,3.941393,3.888879,4,3.972872,3.959611,4,3.981384,4,3.698015,3.145638
339,3.910052,3.717937,3.933757,3.972232,3.867495,3.981234,3.981075,3.972391,3.902555,3.684952,3.308857
