Wavelength,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
300,4,4,3.952629,4,4,4,4,4,4,3.952394,2.854842
300.5,4,3.953562,3.915536,4,4,4,4,4,4,3.909428,3.198237
301,3.944791,3.932211,4,3.983299,3.983205,4,3.983192,4,3.965734,3.914906,3.525935
301.5,3.968702,4,4,4,4,4,4,4,3.969882,3.792915,2.993949
302,4,4,4,4,4,3.988124,4,4,4,3.615064,3.502365
302.5,4,3.994012,3.970686,4,4,4,3.958171,4,4,3.579665,2.928276
303,3.982502,4,3.949927,4,4,4,4,4,4,3.873469,3.735247
303.5,4,4,3.987535,4,4,3.987546,3.977733,4,4,3.969335,3.618995
304,3.993497,4,3.9873,4,3.973314,4,4,4,4,3.82225,3.086369
304.5,4,4,4,4,4,4,4,4,3.972361,3.886348,3.574806
305,3.993172,3.901731,3.987068,3.870627,4,4,4,4,4,3.702509,3.140024
305.5,3.92483,3.962126,4,3.976987,4,4,4,4,4,3.684595,3.23485
306,4,4,4,4,3.972073,4,4,3.963439,3.938716,3.734186,3.364601
306.5,4,3.872983,3.919681,3.897968,3.994174,4,3.985375,4,3.977993,3.817981,3.522425
307,4,4,3.970802,3.932445,4,4,4,4,4,3.854599,3.080648
307.5,3.947682,3.994256,3.979578,4,4,4,4,3.972173,4,3.789264,3.293361
308,4,4,3.985441,4,4,4,4,3.9783,4,3.642871,3.575852
308.5,3.979776,3.911753,3.867124,4,4,3.972183,4,4,4,3.646998,3.220167
309,3.897228,3.958122,3.895637,3.954345,4,4,3.930251,3.985411,4,3.901159,3.362513
309.5,4,3.966572,3.96232,3.994327,4,4,3.979799,3.972196,4,3.896025,3.734843
310,3.978328,3.853139,4,3.99431,4,4,3.966985,4,3.947065,3.894044,3.355208
310.5,4,3.889088,3.978382,4,4,4,4,4,3.984789,3.645939,3.122145
311,4,3.944578,3.985607,3.97837,4,4,4,4,4,3.836072,3.875148
311.5,3.962432,3.985611,3.962441,3.963958,3.985623,4,3.939369,4,4,3.649842,3.703267
312,3.934804,3.985609,3.944713,4,3.954527,4,4,4,3.993644,3.649638,3.280269
312.5,4,3.978408,3.972878,4,3.899246,3.958267,4,4,4,3.628833,3.630604
313,4,3.978402,3.851418,4,4,3.943889,3.994425,3.985574,4,3.67245,3.349813
313.5,3.967006,3.853071,3.93352,3.985554,4,4,4,4,4,3.831102,3.618972
314,3.946897,4,3.88684,3.985554,4,4,4,4,4,3.905069,3.745421
314.5,4,3.891324,4,3.972213,3.963818,4,3.972184,3.966908,4,3.636242,3.41225
315,3.978235,3.881123,4,4,3.978227,3.972168,3.972462,3.924715,3.99346,3.637685,3.331247
315.5,3.99421,3.858174,4,3.93746,3.917197,4,4,3.979533,3.971277,3.753721,3.204155
316,4,3.948502,3.985305,3.932425,3.972006,4,3.972002,4,4,3.848112,2.775974
316.5,4,3.919028,3.985153,3.985187,4,4,4,4,4,3.624028,3.901833
317,4,4,3.929472,4,4,4,4,4,3.965765,3.490356,3.929827
317.5,4,3.927261,3.971656,3.987441,3.95135,4,4,4,3.968299,3.533286,3.495642
318,4,4,4,3.993696,3.921524,3.99351,4,4,4,3.853684,3.489313
318.5,3.971297,4,4,3.93884,4,4,4,3.937415,4,3.890142,3.716137
319,4,3.971084,4,3.955689,4,3.993203,4,4,4,3.637851,3.484697
319.5,4,3.993128,3.932219,3.993066,4,4,4,4,4,3.602524,3.689509
320,4,4,3.921956,3.947607,4,3.956715,3.956772,3.97068,4,3.746829,3.765759
320.5,3.960608,3.992727,3.927211,3.978305,4,3.992735,3.949142,3.97068,3.924499,3.767782,3.45644
321,3.883482,4,3.983763,3.91705,3.965234,4,4,4,4,3.801688,3.570003
321.5,3.901299,3.935091,4,4,4,4,4,4,4,3.595052,4
322,4,3.976045,4,4,4,4,4,4,4,3.783619,3.587377
322.5,3.982931,3.961428,4,4,4,4,4,4,4,3.407641,3.07191
323,4,3.991668,3.89424,3.991462,3.889882,4,4,4,3.945402,3.766756,3.407047
323.5,4,3.991408,3.974002,3.929474,3.944885,4,3.95778,4,3.963318,3.706229,3.409909
324,4,3.964289,3.913764,3.950193,4,3.982102,3.909368,4,3.899992,3.590111,3.883491
324.5,4,3.894931,4,3.926099,3.950703,3.965484,3.937879,3.981978,3.973857,3.787787,3.121884
325,4,3.901045,4,4,4,4,3.845765,3.981698,4,3.944272,3.04693
325.5,4,3.936236,3.939747,3.93682,4,4,4,3.950268,4,3.989985,3.214245
326,4,3.832681,3.752692,3.921924,4,3.962486,4,3.940164,4,3.768057,3.264583
326.5,4,4,3.89084,3.932346,4,3.967471,4,3.980649,4,3.518446,3.645311
327,4,4,3.935567,3.890211,4,3.957272,4,3.980649,3.979808,3.76898,2.895723
