Wavelength,0%,10%,20%,30%,40%,50%,60%,70%,80%,90%,100%
300,3.958611,3.988715,4,4,4,4,3.950974,4,3.594037,4,4
300.5,4,4,4,3.974588,3.952656,4,3.957526,3.935092,3.655463,3.707633,3.074074
301,3.967262,4,4,3.967224,3.97058,3.963992,3.931906,3.912177,3.435771,3.419898,3.601414
301.5,4,4,4,3.988825,4,3.946953,3.906659,3.942734,3.48309,3.755141,2.365669
302,3.978241,4,4,4,4,3.994219,3.978149,3.917395,3.715312,3.773803,3.642068
302.5,3.975807,3.994101,4,3.978061,4,4,3.978149,3.934525,3.481103,3.624087,3.338871
303,3.965694,3.987712,4,3.982474,4,3.890419,3.940012,3.948107,3.653758,3.460142,3.323974
303.5,4,4,4,3.973598,3.942333,3.936052,3.899971,3.947175,3.657538,3.292419,2.941118
304,4,3.993354,3.95232,3.955817,3.947481,4,3.982184,3.899449,3.504877,3.725154,3.326085
304.5,3.987236,3.993354,3.977324,4,4,3.987094,3.975159,3.947632,3.70309,3.717612,2.62457
305,3.987002,3.946252,4,3.986959,4,4,3.887849,3.968631,3.503621,4,1.790067
305.5,4,4,3.968566,3.937329,3.978089,3.956667,3.941046,3.974349,3.45166,4,1.499515
306,3.97198,3.9781,3.994143,3.985284,4,3.966116,4,3.888628,3.466511,4,3.272727
306.5,4,3.906951,3.978181,4,4,3.924248,3.985319,3.92879,3.457817,3.75256,1.090909
307,4,3.937406,3.941711,3.962167,4,3.934217,3.952132,3.724596,3.21935,3.779618,2.96952
307.5,4,3.994175,3.92483,4,3.985348,3.916373,4,3.639678,3.252789,3.740004,3.696793
308,3.985373,3.994175,3.985391,4,3.946364,3.959145,3.994259,3.972246,3.207141,3.873631,2.266682
308.5,4,4,4,4,3.966892,4,3.876801,3.966259,3.367135,4,3.668607
309,4,4,3.954366,4,4,3.95435,3.954367,3.956396,3.296801,4,4
309.5,4,4,4,3.914305,4,3.871354,3.972211,3.920261,3.229789,3.457248,2.545455
310,3.99428,4,3.914832,3.966942,3.985515,3.936381,4,3.952323,3.202626,3.889866,2.545455
310.5,3.978309,3.985526,4,3.896275,3.799466,3.875525,3.962321,3.9855,3.341745,3.709148,3.64591
311,4,3.972249,3.97231,4,3.920598,3.947819,3.907042,3.780268,3.32449,3.830759,3.272727
311.5,3.936642,3.951011,3.985624,3.944928,3.956826,3.994361,3.956778,3.96129,3.370428,3.830759,0.425457
312,3.98873,4,3.971248,3.994408,3.964071,3.947947,3.9856,3.914459,3.434662,3.704223,1.291038
312.5,3.994371,3.945408,4,3.956795,4,3.86461,3.929505,3.910684,3.703421,3.771435,1.592735
313,3.961378,4,4,3.972789,3.932889,3.961114,3.985603,3.952463,3.454114,3.917505,3.663383
313.5,3.930384,3.936527,4,3.935203,4,3.952548,3.985567,3.828626,3.49889,4,3.737295
314,3.958156,4,4,3.901596,3.985534,3.954378,3.99436,3.972247,3.375945,4,2.258312
314.5,4,4,4,3.962296,3.926155,3.963797,3.926091,3.895632,3.42633,4,3.738786
315,3.972094,3.985396,3.972085,3.909229,3.962217,4,3.978257,3.964806,3.357213,4,2.545455
315.5,4,4,4,3.985392,4,3.994175,3.985388,3.985295,3.405281,4,1.818182
316,4,4,4,3.897359,3.966703,3.931144,3.971984,4,3.39584,3.751926,3.424909
316.5,4,3.971802,3.924397,3.913946,4,3.965895,3.994002,3.893141,3.27671,3.697724,2.294978
317,4,3.971802,3.914475,3.928624,4,3.731347,4,3.879378,3.228973,3.916753,3.674769
317.5,4,3.978661,3.944984,3.91509,4,3.804132,3.885747,3.956557,3.57016,4,3.272727
318,4,3.90664,3.969579,3.885461,3.932301,3.850204,3.987073,4,3.187223,3.770012,1.233732
318.5,4,4,3.984707,3.865262,3.910075,3.869609,3.986863,3.924504,3.289596,4,4
319,3.977395,3.937046,3.877876,4,4,3.943746,3.947831,3.953326,3.440274,4,2.643525
319.5,3.949919,3.847572,3.977158,3.953142,4,4,3.977191,3.862764,3.387971,4,1.818182
320,4,4,3.984073,3.942504,3.977001,3.984004,3.970723,3.829107,3.496738,3.749108,3.709929
320.5,3.992656,4,3.970693,3.983853,3.970691,3.97673,4,3.967565,3.569168,4,3.008861
321,3.976361,3.983699,4,3.962995,3.941761,3.983547,3.945556,4,3.476879,4,3.272727
321.5,3.976361,3.918471,3.967124,3.976381,3.964904,3.865705,3.894231,3.938478,3.367884,3.639737,3.079638
322,3.94066,3.983288,4,4,4,3.991963,3.922256,3.949485,3.377969,4,3.272727
322.5,4,4,4,3.91477,3.969569,3.969632,3.87702,3.940112,3.417769,4,4
323,3.921473,4,3.969375,4,3.908501,4,3.948361,3.784458,3.333494,4,2.545455
323.5,4,4,3.959376,3.944669,4,4,3.824818,3.817759,3.391502,3.734622,1.090909
324,3.97326,3.937741,4,3.892224,3.928938,3.974989,3.991003,3.964551,3.326246,3.47481,0.80085
324.5,4,3.959607,3.90502,4,4,3.842983,3.963989,3.853506,3.48111,3.886647,2.545455
325,3.990365,4,3.974576,3.974398,3.974339,3.990557,3.981748,3.773813,3.23582,3.345201,3.272727
325.5,3.935435,4,3.935255,3.970387,3.895048,3.920825,4,3.897229,3.36717,3.723636,3.272727
326,3.981026,3.99002,3.981028,3.90186,3.849748,3.846585,3.957976,4,3.302647,3.682592,3.333967
326.5,4,3.973702,4,3.973413,4,3.935122,3.979303,3.801407,3.29664,4,1.751771
